type,layer,block,x,y
INSERT,AFC,客服中心,-3288200.16391154,-1274357.668505991
INSERT,连续墙,A$C517E0D6C,221507.2292139002,-2505476.131579467
INSERT,WALL,dashhhggfdd,1239953.410365461,-2726546.348717521
INSERT,WALL,dashhhggfdd,1185682.995173392,-2727229.3400033
INSERT,STAIR,_LIFTD,-6544921.667143787,-9187440.822626889
INSERT,STAIR,_LIFTD,-6544911.064952536,-9187391.959645633
INSERT,COLUMN,_FZHK,-6682151.25463475,-9222105.600649342
INSERT,COLUMN,_FZHK,-6688043.865549793,-9220974.390410727
INSERT,COLUMN,_FZHK,-6680681.864090444,-9214781.544981319
INSERT,COLUMN,_FZHK,-6675573.420658625,-9189318.931099318
INSERT,COLUMN,_FZHK,-6673803.070605243,-9180494.767643869
INSERT,COLUMN,_FZHK,-6672032.720551859,-9171670.60418842
INSERT,COLUMN,_FZHK,-6679639.324614563,-9209585.093168666
INSERT,COLUMN,_FZHK,-6678155.181153146,-9202187.502805179
INSERT,COLUMN,_FZHK,-6677343.770712005,-9198143.094554767
INSERT,COLUMN,_FZHK,-6676655.301246802,-9194711.475433205
INSERT,COLUMN,_FZHK,-6688776.210616172,-9223989.23629464
INSERT,COLUMN,_FZHK,-6672917.895578551,-9176082.685916142
INSERT,COLUMN,_FZHK,-6674550.551738892,-9184220.525547285
INSERT,COLUMN,_FZHK,-6480084.744894797,-9265858.015057153
INSERT,COLUMN,_FZHK,-6487070.540963693,-9264456.487931557
INSERT,COLUMN,_FZHK,-6498741.84481758,-9260279.061528832
INSERT,COLUMN,_FZHK,-6507170.024389994,-9260424.023921073
INSERT,COLUMN,_FZHK,-6513543.031330039,-9259145.43777141
INSERT,COLUMN,_FZHK,-6518445.34436085,-9258161.909963977
INSERT,COLUMN,_FZHK,-6526779.276513219,-9256489.912691341
INSERT,COLUMN,_FZHK,-6532784.609975951,-9255285.091127229
INSERT,COLUMN,_FZHK,-6537691.825319787,-9254300.579791985
INSERT,COLUMN,_FZHK,-6543319.680679151,-9253171.489869046
INSERT,COLUMN,_FZHK,-6479597.515479959,-9262793.992782873
INSERT,COLUMN,_FZHK,-6486460.753723082,-9261417.053852461
INSERT,COLUMN,_FZHK,-6493323.991966214,-9260040.114922048
INSERT,COLUMN,_FZHK,-6506815.954379321,-9258659.191229984
INSERT,COLUMN,_FZHK,-6513188.961319364,-9257380.605080321
INSERT,COLUMN,_FZHK,-6518091.274350171,-9256397.077272882
INSERT,COLUMN,_FZHK,-6526425.206502539,-9254725.080000243
INSERT,COLUMN,_FZHK,-6532307.982139506,-9253544.846631323
INSERT,COLUMN,_FZHK,-6536954.577940377,-9251286.717435881
INSERT,COLUMN,_FZHK,-6542837.353577342,-9250106.484066959
INSERT,COLUMN,_FZHK,-6478047.475655439,-9255067.94744632
INSERT,COLUMN,_FZHK,-6484910.713898566,-9253691.008515907
INSERT,COLUMN,_FZHK,-6491844.76614383,-9252667.036123723
INSERT,COLUMN,_FZHK,-6496943.171695868,-9251644.167203989
INSERT,COLUMN,_FZHK,-6505081.011327003,-9250011.511043641
INSERT,COLUMN,_FZHK,-6511454.018267052,-9248732.924893976
INSERT,COLUMN,_FZHK,-6516356.331297855,-9247749.397086543
INSERT,COLUMN,_FZHK,-6524690.263450227,-9246077.399813906
INSERT,COLUMN,_FZHK,-6530573.03908719,-9244897.166444983
INSERT,COLUMN,_FZHK,-6535475.352117997,-9243913.63863755
INSERT,COLUMN,_FZHK,-6541358.127754963,-9242733.405268628
INSERT,COLUMN,_FZHK,-6545966.302003918,-9241808.889129639
INSERT,COLUMN,_FZHK,-6474091.726813934,-9235350.844436423
INSERT,COLUMN,_FZHK,-6480954.965057061,-9233973.905506012
INSERT,COLUMN,_FZHK,-6487818.20330019,-9232596.966575604
INSERT,COLUMN,_FZHK,-6492916.60885223,-9231574.097655869
INSERT,COLUMN,_FZHK,-6501054.448483365,-9229941.441495526
INSERT,COLUMN,_FZHK,-6507427.45542341,-9228662.855345863
INSERT,COLUMN,_FZHK,-6512329.768454214,-9227679.32753843
INSERT,COLUMN,_FZHK,-6520663.700606584,-9226007.330265787
INSERT,COLUMN,_FZHK,-6526546.47624355,-9224827.096896868
INSERT,COLUMN,_FZHK,-6531448.789274354,-9223843.56908943
INSERT,COLUMN,_FZHK,-6537331.564911323,-9222663.335720509
INSERT,COLUMN,_FZHK,-6542628.208625488,-9225170.438703083
INSERT,COLUMN,_FZHK,-6472714.787883527,-9228487.606193297
INSERT,COLUMN,_FZHK,-6479578.026126654,-9227110.667262884
INSERT,COLUMN,_FZHK,-6486441.264369781,-9225733.728332478
INSERT,COLUMN,_FZHK,-6491539.66992182,-9224710.859412745
INSERT,COLUMN,_FZHK,-6499677.509552957,-9223078.203252406
INSERT,COLUMN,_FZHK,-6506050.516493003,-9221799.617102739
INSERT,COLUMN,_FZHK,-6510952.829523806,-9220816.089295301
INSERT,COLUMN,_FZHK,-6519286.761676174,-9219144.092022665
INSERT,COLUMN,_FZHK,-6525169.53731314,-9217963.858653737
INSERT,COLUMN,_FZHK,-6530071.850343947,-9216980.330846306
INSERT,COLUMN,_FZHK,-6535954.625980914,-9215800.097477382
INSERT,COLUMN,_FZHK,-6540857.858572098,-9216346.275247634
INSERT,COLUMN,_FZHK,-6471534.554514606,-9222604.830556329
INSERT,COLUMN,_FZHK,-6478397.79275773,-9221227.891625918
INSERT,COLUMN,_FZHK,-6485261.031000857,-9219850.952695511
INSERT,COLUMN,_FZHK,-6490359.4365529,-9218828.083775777
INSERT,COLUMN,_FZHK,-6498497.276184031,-9217195.427615433
INSERT,COLUMN,_FZHK,-6504870.283124079,-9215916.841465766
INSERT,COLUMN,_FZHK,-6509772.596154886,-9214933.313658333
INSERT,COLUMN,_FZHK,-6518106.528307255,-9213261.316385695
INSERT,COLUMN,_FZHK,-6523989.30394422,-9212081.083016769
INSERT,COLUMN,_FZHK,-6528891.616975028,-9211097.55520934
INSERT,COLUMN,_FZHK,-6534774.392611991,-9209917.321840416
INSERT,COLUMN,_FZHK,-6539087.508518719,-9207522.111792185
INSERT,COLUMN,_FZHK,-6496431.86778842,-9206900.570250747
INSERT,COLUMN,_FZHK,-6502804.874728463,-9205621.98410108
INSERT,COLUMN,_FZHK,-6507707.18775927,-9204638.456293643
INSERT,COLUMN,_FZHK,-6516041.119911643,-9202966.459021006
INSERT,COLUMN,_FZHK,-6521923.895548606,-9201786.225652076
INSERT,COLUMN,_FZHK,-6526826.20857941,-9200802.697844647
INSERT,COLUMN,_FZHK,-6532708.984216379,-9199622.464475728
INSERT,COLUMN,_FZHK,-6537317.158465334,-9198697.948336736
INSERT,COLUMN,_FZHK,-6477075.750181694,-9250224.462171884
INSERT,COLUMN,_FZHK,-6495536.726931234,-9244633.859569935
INSERT,COLUMN,_FZHK,-6503674.566562372,-9243001.203409594
INSERT,COLUMN,_FZHK,-6510411.478791171,-9243536.473081325
INSERT,COLUMN,_FZHK,-6515313.791821973,-9242552.945273896
INSERT,COLUMN,_FZHK,-6523647.723974344,-9240880.948001253
INSERT,COLUMN,_FZHK,-6529530.499611309,-9239700.714632329
INSERT,COLUMN,_FZHK,-6534432.812642116,-9238717.186824896
INSERT,COLUMN,_FZHK,-6540315.588279079,-9237536.953455974
INSERT,COLUMN,_FZHK,-6544923.762528038,-9236612.437316988
INSERT,COLUMN,_FZHK,-6475665.371305829,-9243194.54528571
INSERT,COLUMN,_FZHK,-6482528.609548959,-9241817.606355303
INSERT,COLUMN,_FZHK,-6489391.847792086,-9240440.667424891
INSERT,COLUMN,_FZHK,-6494490.253344123,-9239417.798505161
INSERT,COLUMN,_FZHK,-6502278.94060362,-9236044.821218884
INSERT,COLUMN,_FZHK,-6508651.947543667,-9234766.235069214
INSERT,COLUMN,_FZHK,-6513554.26057447,-9233782.707261783
INSERT,COLUMN,_FZHK,-6521888.192726842,-9232110.709989141
INSERT,COLUMN,_FZHK,-6528046.35614989,-9232303.124268845
INSERT,COLUMN,_FZHK,-6532948.669180695,-9231319.596461412
INSERT,COLUMN,_FZHK,-6538831.444817661,-9230139.363092488
INSERT,COLUMN,_FZHK,-6543439.61906662,-9229214.846953496
INSERT,COLUMN,_FZHK,-6503374.561283711,-9259400.617936725
INSERT,COLUMN,_FZHK,-6535408.407605275,-9254891.281528083
INSERT,COLUMN,_FZHK,-6516360.766449054,-9204559.710756017
INSERT,COLUMN,_FZHK,-6517033.499469342,-9207912.892869089
INSERT,COLUMN,_FZHK,-6511150.723832373,-9209093.126238007
INSERT,COLUMN,_FZHK,-6510493.727257008,-9205818.381133433
INSERT,COLUMN,_FZHK,-6500331.555544899,-9226338.241417888
INSERT,COLUMN,_FZHK,-6492022.134957688,-9228005.32105149
INSERT,COLUMN,_FZHK,-6498993.372675144,-9220329.065799957
INSERT,COLUMN,_FZHK,-6490870.270635114,-9222009.761562802
INSERT,COLUMN,_FZHK,-6483938.988424823,-9248847.523241478
INSERT,COLUMN,_FZHK,-6490802.226667949,-9247470.584311068
INSERT,COLUMN,_FZHK,-6493933.779206821,-9263079.549001151
INSERT,COLUMN,_FZHK,-6554202.187895667,-9240156.562413146
INSERT,COLUMN,_FZHK,-6550864.09451724,-9223518.111986592
INSERT,COLUMN,_FZHK,-6549093.744463855,-9214693.948531143
INSERT,COLUMN,_FZHK,-6547323.394410466,-9205869.785075693
INSERT,COLUMN,_FZHK,-6545553.044357088,-9197045.621620244
INSERT,COLUMN,_FZHK,-6551675.504958369,-9227562.520237006
INSERT,COLUMN,_FZHK,-6564527.086850416,-9248916.748574083
INSERT,COLUMN,_FZHK,-6572118.83865833,-9244180.882287226
INSERT,COLUMN,_FZHK,-6594529.242598943,-9242897.558392579
INSERT,COLUMN,_FZHK,-6625119.675911166,-9236760.344874186
INSERT,COLUMN,_FZHK,-6630414.17398444,-9235698.134842158
INSERT,COLUMN,_FZHK,-6563907.464331732,-9245828.291364677
INSERT,COLUMN,_FZHK,-6580379.236115237,-9242523.637931697
INSERT,COLUMN,_FZHK,-6588615.122006991,-9240871.311215204
INSERT,COLUMN,_FZHK,-6596851.007898743,-9239218.984498718
INSERT,COLUMN,_FZHK,-6554202.187895667,-9240156.562413146
INSERT,COLUMN,_FZHK,-6562438.073787424,-9238504.235696655
INSERT,COLUMN,_FZHK,-6570673.959679176,-9236851.908980165
INSERT,COLUMN,_FZHK,-6578909.845570929,-9235199.582263671
INSERT,COLUMN,_FZHK,-6587145.731462681,-9233547.255547181
INSERT,COLUMN,_FZHK,-6595381.617354433,-9231894.928830689
INSERT,COLUMN,_FZHK,-6603617.503246188,-9230242.602114195
INSERT,COLUMN,_FZHK,-6611853.38913794,-9228590.275397706
INSERT,COLUMN,_FZHK,-6628325.160921446,-9225285.621964726
INSERT,COLUMN,_FZHK,-6636561.046813199,-9223633.295248234
INSERT,COLUMN,_FZHK,-6624987.067543009,-9208647.171538174
INSERT,COLUMN,_FZHK,-6549093.744463855,-9214693.948531143
INSERT,COLUMN,_FZHK,-6557329.630355607,-9213041.621814653
INSERT,COLUMN,_FZHK,-6565565.516247358,-9211389.295098157
INSERT,COLUMN,_FZHK,-6582037.288030863,-9208084.641665179
INSERT,COLUMN,_FZHK,-6590273.173922617,-9206432.314948688
INSERT,COLUMN,_FZHK,-6598509.059814368,-9204779.988232195
INSERT,COLUMN,_FZHK,-6606744.94570612,-9203127.661515706
INSERT,COLUMN,_FZHK,-6614980.831597874,-9201475.334799216
INSERT,COLUMN,_FZHK,-6623216.717489627,-9199823.008082725
INSERT,COLUMN,_FZHK,-6631452.603381379,-9198170.681366235
INSERT,COLUMN,_FZHK,-6547323.394410466,-9205869.785075693
INSERT,COLUMN,_FZHK,-6555559.280302223,-9204217.458359204
INSERT,COLUMN,_FZHK,-6563795.166193974,-9202565.13164271
INSERT,COLUMN,_FZHK,-6572031.052085728,-9200912.804926218
INSERT,COLUMN,_FZHK,-6580266.937977476,-9199260.47820973
INSERT,COLUMN,_FZHK,-6588502.823869234,-9197608.151493239
INSERT,COLUMN,_FZHK,-6596738.709760987,-9195955.824776742
INSERT,COLUMN,_FZHK,-6604974.595652739,-9194303.498060257
INSERT,COLUMN,_FZHK,-6613210.48154449,-9192651.171343763
INSERT,COLUMN,_FZHK,-6621446.367436242,-9190998.844627277
INSERT,COLUMN,_FZHK,-6629682.253327995,-9189346.517910786
INSERT,COLUMN,_FZHK,-6570260.702032348,-9192088.641470771
INSERT,COLUMN,_FZHK,-6578496.587924093,-9190436.314754281
INSERT,COLUMN,_FZHK,-6586732.47381585,-9188783.988037792
INSERT,COLUMN,_FZHK,-6594968.359707602,-9187131.6613213
INSERT,COLUMN,_FZHK,-6603204.245599355,-9185479.334604805
INSERT,COLUMN,_FZHK,-6611440.131491107,-9183827.007888323
INSERT,COLUMN,_FZHK,-6619676.017382864,-9182174.681171828
INSERT,COLUMN,_FZHK,-6627911.903274609,-9180522.354455334
INSERT,COLUMN,_FZHK,-6569631.420203299,-9231655.45716751
INSERT,COLUMN,_FZHK,-6577867.306095046,-9230003.13045102
INSERT,COLUMN,_FZHK,-6586103.191986803,-9228350.80373453
INSERT,COLUMN,_FZHK,-6594339.077878554,-9226698.47701804
INSERT,COLUMN,_FZHK,-6602574.963770308,-9225046.150301546
INSERT,COLUMN,_FZHK,-6610810.849662059,-9223393.823585054
INSERT,COLUMN,_FZHK,-6619046.735553811,-9221741.496868565
INSERT,COLUMN,_FZHK,-6627282.621445568,-9220089.170152077
INSERT,COLUMN,_FZHK,-6635518.507337316,-9218436.843435588
INSERT,COLUMN,_FZHK,-6551675.504958369,-9227562.520237006
INSERT,COLUMN,_FZHK,-6559911.390850122,-9225910.193520515
INSERT,COLUMN,_FZHK,-6568147.276741874,-9224257.866804023
INSERT,COLUMN,_FZHK,-6576383.16263363,-9222605.540087537
INSERT,COLUMN,_FZHK,-6584619.048525382,-9220953.213371039
INSERT,COLUMN,_FZHK,-6592854.934417133,-9219300.886654552
INSERT,COLUMN,_FZHK,-6601090.820308884,-9217648.559938062
INSERT,COLUMN,_FZHK,-6609326.706200639,-9215996.23322157
INSERT,COLUMN,_FZHK,-6617562.59209239,-9214343.906505082
INSERT,COLUMN,_FZHK,-6625798.477984144,-9212691.579788586
INSERT,COLUMN,_FZHK,-6634034.363875898,-9211039.253072097
INSERT,COLUMN,_FZHK,-6561395.534311543,-9233307.783883999
INSERT,COLUMN,_FZHK,-6545553.044357088,-9197045.621620244
INSERT,COLUMN,_FZHK,-6553788.930248839,-9195393.294903754
INSERT,COLUMN,_FZHK,-6562024.816140591,-9193740.968187263
INSERT,COLUMN,_FZHK,-6616751.18165126,-9210299.498254665
INSERT,COLUMN,_FZHK,-6608515.295759503,-9211951.824971153
INSERT,COLUMN,_FZHK,-6600279.409867752,-9213604.151687647
INSERT,COLUMN,_FZHK,-6592043.523975998,-9215256.478404139
INSERT,COLUMN,_FZHK,-6575571.752192495,-9218561.131837118
INSERT,COLUMN,_FZHK,-6567335.866300738,-9220213.458553608
INSERT,COLUMN,_FZHK,-6559099.98040899,-9221865.785270102
INSERT,COLUMN,_FZHK,-6550864.09451724,-9223518.111986592
INSERT,COLUMN,_FZHK,-6582467.636137975,-9251916.34709067
INSERT,COLUMN,_FZHK,-6573839.565203759,-9253647.356031754
INSERT,COLUMN,_FZHK,-6581848.013619294,-9248827.88988126
INSERT,COLUMN,_FZHK,-6620137.828334771,-9185366.194236923
INSERT,COLUMN,_FZHK,-6630414.17398444,-9235698.134842158
INSERT,COLUMN,_FZHK,-6646241.811684104,-9229309.941838808
INSERT,COLUMN,_FZHK,-6654502.209141011,-9227652.697483279
INSERT,COLUMN,_FZHK,-6662738.095032764,-9226000.370766781
INSERT,COLUMN,_FZHK,-6670973.980924515,-9224348.044050296
INSERT,COLUMN,_FZHK,-6628325.160921446,-9225285.621964726
INSERT,COLUMN,_FZHK,-6644796.93270495,-9221980.968531743
INSERT,COLUMN,_FZHK,-6653032.818596702,-9220328.641815255
INSERT,COLUMN,_FZHK,-6661268.704488456,-9218676.315098761
INSERT,COLUMN,_FZHK,-6669504.590380207,-9217023.988382273
INSERT,COLUMN,_FZHK,-6623216.717489627,-9199823.008082725
INSERT,COLUMN,_FZHK,-6639708.098525256,-9196514.420538511
INSERT,COLUMN,_FZHK,-6647924.375164885,-9194866.027933256
INSERT,COLUMN,_FZHK,-6656160.261056639,-9193213.701216757
INSERT,COLUMN,_FZHK,-6664396.146948392,-9191561.374500263
INSERT,COLUMN,_FZHK,-6621446.367436242,-9190998.844627277
INSERT,COLUMN,_FZHK,-6637918.139219747,-9187694.191194292
INSERT,COLUMN,_FZHK,-6646154.025111504,-9186041.864477802
INSERT,COLUMN,_FZHK,-6654389.911003249,-9184389.537761312
INSERT,COLUMN,_FZHK,-6662625.796895007,-9182737.211044821
INSERT,COLUMN,_FZHK,-6644383.67505812,-9177217.701022353
INSERT,COLUMN,_FZHK,-6652619.560949871,-9175565.374305858
INSERT,COLUMN,_FZHK,-6660855.446841626,-9173913.047589371
INSERT,COLUMN,_FZHK,-6643754.39322907,-9216784.516719096
INSERT,COLUMN,_FZHK,-6651990.279120821,-9215132.190002602
INSERT,COLUMN,_FZHK,-6660226.165012574,-9213479.86328611
INSERT,COLUMN,_FZHK,-6668462.050904324,-9211827.536569618
INSERT,COLUMN,_FZHK,-6625798.477984144,-9212691.579788586
INSERT,COLUMN,_FZHK,-6642270.249767651,-9209386.926355609
INSERT,COLUMN,_FZHK,-6650506.135659403,-9207734.599639112
INSERT,COLUMN,_FZHK,-6658742.021551154,-9206082.272922625
INSERT,COLUMN,_FZHK,-6666977.907442905,-9204429.946206133
INSERT,COLUMN,_FZHK,-6627282.621445568,-9220089.170152077
INSERT,COLUMN,_FZHK,-6635518.507337316,-9218436.843435588
INSERT,COLUMN,_FZHK,-6619676.017382864,-9182174.681171828
INSERT,COLUMN,_FZHK,-6636147.789166367,-9178870.027738843
INSERT,COLUMN,_FZHK,-6666166.49700177,-9200385.537955721
INSERT,COLUMN,_FZHK,-6657930.611110019,-9202037.864672206
INSERT,COLUMN,_FZHK,-6649694.725218267,-9203690.191388703
INSERT,COLUMN,_FZHK,-6641458.839326514,-9205342.51810519
INSERT,COLUMN,_FZHK,-6624987.067543009,-9208647.171538174
INSERT,COLUMN,_FZHK,-6648354.723271997,-9238697.733358741
INSERT,COLUMN,_FZHK,-6620137.828334771,-9185366.194236923
INSERT,COLUMN,_FZHK,-6628545.2951826,-9183679.444047172
INSERT,COLUMN,_FZHK,-6639751.163902929,-9240423.824660783
INSERT,COLUMN,_FZHK,-6639133.508439861,-9237345.172077452
INSERT,COLUMN,876E0,-6666166.49700177,-9200385.537955721
INSERT,COLUMN,876E0,-6666977.907442905,-9204429.946206133
INSERT,COLUMN,_FZHK,-6583807.638084245,-9216908.805120629
INSERT,COLUMN,_FZHK,-6620089.27502969,-9226937.948681214
INSERT,COLUMN,_FZH,-6555666.660798195,-9247456.106508609
INSERT,COLUMN,_FZH,-6547430.774906347,-9249108.433224604
INSERT,COLUMN,_FZH,-6596846.143301611,-9239194.462288157
INSERT,COLUMN,_FZHK,-6630414.172564333,-9235698.127762814
INSERT,COLUMN,_FZHK,-6630414.172564333,-9235698.127762814
INSERT,COLUMN,_FZHK,-6625119.674494899,-9236760.337794049
INSERT,COLUMN,_FZHK,-6594529.24117881,-9242897.551313049
INSERT,COLUMN,_FZHK,-6594529.242598946,-9242897.55839259
INSERT,COLUMN,_FZHK,-6625119.675911171,-9236760.344874191
INSERT,COLUMN,_FZHK,-6630414.17398444,-9235698.134842161
INSERT,COLUMN,_FZHK,-6630414.17398444,-9235698.134842161
INSERT,ARDOOR,AUD05D1S,-6666385.909098578,-9250892.921978202
INSERT,ARDOOR,AUD05D1S,-6667229.112221352,-9264664.508324401
INSERT,ARDOOR,AUD05D1S,-6665065.747310006,-9256816.781394265
INSERT,ARDOOR,AUD05D1S,-6653453.526766497,-9257089.212664944
INSERT,ARDOOR,AUD05D1S,6648028.485363308,-9258337.581102633
INSERT,ARDOOR,AUD05D1S,-6636553.876501878,-9273224.718392029
INSERT,ARDOOR,AUD05D1S,-6657116.599943671,-9270376.945206729
INSERT,ARDOOR,AUD05D1S,6651801.565529511,-9271982.86356347
INSERT,ARDOOR,AUD05D1S,-6660146.37624676,-9252611.935738235
INSERT,ARDOOR,AUD05D1S,-6645174.13559762,-9256740.372186991
INSERT,ARDOOR,AUD05D1S,-6660876.684841581,-9271975.670953031
INSERT,ARDOOR,AUD05D1S,-6671395.867409087,-9269075.847593226
INSERT,ARDOOR,AUD05D1S,-6649154.92171846,-9275207.009729051
INSERT,ARDOOR,AUD05D1S,-6643078.467525445,-9257567.037373915
INSERT,ARDOOR,AUD05D1S,-6528876.370914631,-9308363.682624914
INSERT,ARDOOR,AUD01D1S,-6522444.387989239,-9310137.306192887
INSERT,ARDOOR,AUD02D1S,-6511961.416346757,-9313027.147285954
INSERT,ARDOOR,AUD01D1S,-6494334.90783922,-9317886.247391268
INSERT,ARDOOR,AUD02D1S,-6494816.927870598,-9317753.36891542
INSERT,ARDOOR,AUD05D1S,-6487359.387660559,-9318523.367466836
INSERT,ARDOOR,AUD05D1S,-6483021.990695817,-9302789.350294446
INSERT,ARDOOR,AUD05D1S,-6505061.720142151,-9295614.118079718
INSERT,ARDOOR,AUD05D1S,-6516803.492192345,-9292384.205467756
INSERT,ARDOOR,AUD05D1S,6528965.803700047,-9288775.526371093
INSERT,ARDOOR,AUD05D1S,6526842.021254281,-9291746.263853445
INSERT,ARDOOR,AUD05D1S,6530630.11538873,-9305487.82915744
INSERT,ARDOOR,AUD05D1S,-6509085.559305583,-9311437.585525016
INSERT,ARDOOR,AUD05D1S,-6516992.471938474,-9294462.008046107
INSERT,ARDOOR,AUD02D1S,-6626772.648605069,-9281128.179290146
INSERT,WINDOW,_LIFTD,6499981.918527107,-9319218.082873534
INSERT,WINDOW,_LIFTD,6666263.040380685,-9260708.468162631
INSERT,ARDOOR,AUD01D1S,-6663673.382249708,-9260307.597418053
INSERT,ARDOOR,AUD05D1S,6537259.596352773,-9305804.244969447
INSERT,ARDOOR,AUD05D1S,-6500614.335266956,-9306385.632344097
INSERT,ARDOOR,AUD05D1S,6532922.541657312,-9290070.565270328
INSERT,ARDOOR,AUD05D1S,6536712.137032237,-9303818.32244022
INSERT,ARDOOR,AUD05D1S,-6505213.457368441,-9297958.081639578
INSERT,ARDOOR,AUD05D1S,-6634337.140859396,-9265183.453792767
INSERT,ARDOOR,AUD05D1S,-6625417.228212935,-9279116.030570683
INSERT,ARDOOR,AUD01D1S,-6533480.563603468,-9306846.011035672
INSERT,ARDOOR,AUD05D1S,-6536738.042604845,-9287950.325686768
INSERT,ARDOOR,AUD05D1S,-6541075.318867743,-9303683.90501021
INSERT,ARDOOR,AUD05D1S,6624414.65421341,-9280709.748047529
INSERT,ARDOOR,AUD05D1S,6620077.282560759,-9264975.822695431
INSERT,ARDOOR,AUD05D1S,6621755.06642716,-9265831.683143826
INSERT,ARDOOR,AUD05D1S,6627319.287443845,-9261662.956739234
INSERT,ARDOOR,AUD05D1S,-6520783.221427127,-9308212.890672789
INSERT,ARDOOR,AUD05D1S,-6504082.45377281,-9315203.44563866
INSERT,ARDOOR,AUD05D1S,-6520079.488037858,-9291474.169573614
INSERT,ARDOOR,AUD05D1S,6521702.426810128,-9300559.832169469
INSERT,ARDOOR,AUD02D1S,6498346.149710998,-9297216.965914198
INSERT,ARDOOR,AUD05D1S,-6670232.079028001,-9259614.658686556
INSERT,ARDOOR,AUD01D1S,-6490224.241011609,-9319019.435033427
INSERT,ARDOOR,AUD02D1S,-6470300.315357032,-9305196.795532738
INSERT,ARDOOR,AUD02D1S,6475185.061008354,-9322916.333906839
INSERT,ARDOOR,AUD05D1S,6526294.654322499,-9289760.834505884
INSERT,ARDIM,SX2,-6672885.81281091,-9252752.393873823
INSERT,ARDIM,SX2,-6668129.237760166,-9269717.034159926
INSERT,ARDIM,SX1,-6643485.902742797,-9280670.041200037
INSERT,ARDIM,SX1,-6636687.707039243,-9256009.414374691
INSERT,ARDIM,SX1,-6603000.209181677,-9270970.085865336
INSERT,ARDIM,SX1,-6606678.096940812,-9284312.970925979
INSERT,ARDIM,SX1,-6555245.520632711,-9284134.622225964
INSERT,ARDIM,SX1,-6558923.729754392,-9297477.418828279
INSERT,ARDIM,SX2,-6525298.990141481,-9309091.052613515
INSERT,ARDIM,SX1,-6520130.29514117,-9296926.444946521
INSERT,ARDIM,SX2,-6491779.857444809,-9299285.90256301
INSERT,ARDIM,SX2,-6498722.333691264,-9316417.440258687
INSERT,ARDOOR,AUD02D1S,-6672636.966642881,-9268349.663794252
INSERT,ARDOOR,AUD01D1S,6671530.617191174,-9264588.6785861
INSERT,ARDOOR,AUD01D1S,-6486335.676981767,-9300392.522438592
INSERT,ARDOOR,AUD01D1S,-6492408.009071986,-9298853.414663735
INSERT,WINDOW,_LIFTD,6493478.712896137,-9295627.539996573
INSERT,ARDOOR,AUD02D1S,-6488592.362663636,-9299769.906200209
INSERT,ARDOOR,AUD05D1S,6633907.013226904,-9279162.486091831
INSERT,2,AUD05D1S,-6491778.021824717,-9304359.073292667
INSERT,2,AUD05D1S,6494058.215407521,-9312630.533175063
INSERT,MPFIXTURE,A1138DAB,-6470486.243220592,-9307142.823503593
INSERT,MPFIXTURE,A1138DAB,-6474346.87789297,-9321147.373404196
INSERT,ARDOOR,AUD05D1S,-6668192.386103414,-9252215.620040619
INSERT,ARDOOR,AUD05D1S,6639450.205663876,-9268100.008154444
INSERT,ARDOOR,AUD02D1S,-6673393.264019189,-9265475.451870722
INSERT,STAIR,_ARROW,-6612593.600828883,-9276095.221840819
INSERT,STAIR,_ARROW,-6612381.43359316,-9274586.449543486
INSERT,STAIR,_ARROW,6548216.405385122,-9292259.264696907
INSERT,ARDOOR,AUD02D1S,6664693.847595865,-9254564.624978803
INSERT,ARDOOR,AUD02D1S,6674308.880116474,-9256597.613680527
INSERT,COLUMN,_FZHK,-6621568.500852077,-9234311.027479563
INSERT,ARDOOR,AUD05D1S,-6601703.531321009,-9245798.870559632
INSERT,ARDOOR,AUD01D1S,6677038.041250989,-9212493.604858478
INSERT,ARDOOR,AUD05D1S,-6682181.432394096,-9223838.737085046
INSERT,WINDOW,$WINLIB2D$00000001,-6522637.882160283,-9257453.371468049
INSERT,WINDOW,$WINLIB2D$00000001,6516019.759568471,-9258781.134006959
INSERT,WINDOW,$WINLIB2D$00000001,-6534173.0247215,-9255139.130535845
INSERT,WINDOW,$DorLib2D$00000002,6537271.273894246,-9252865.262231804
INSERT,WINDOW,$DORLIB2D$00000148,-6534924.511924412,-9252479.343516871
INSERT,WINDOW,$WINLIB2D$00000001,-6535193.99854342,-9253822.577287355
INSERT,WINDOW,$WINLIB2D$00000001,-6534834.027366204,-9252028.330718017
INSERT,建-柱-平面-混凝土柱,_FZH,-6694652.432887144,-9298645.334677898
INSERT,建-柱-平面-混凝土柱,_FZH,-6689643.300195022,-9324009.038862902
INSERT,建-柱-平面-混凝土柱,_FZH,-6688243.921563659,-9319000.871588725
INSERT,建-窗扇,$DORLIB2D$00000025,-6684874.322814716,-9321136.452111494
INSERT,建-柱-平面-混凝土柱,_FZH,-6698235.856773683,-9310726.686971804
INSERT,建-柱-平面-混凝土柱,_FZH,-6702864.570708186,-9327292.163340219
INSERT,建-柱-平面-混凝土柱,_FZH,-6686621.180576655,-9313193.323779001
INSERT,建-柱-平面-混凝土柱,_FZH,-6694652.432887144,-9298645.334677905
INSERT,CENTER,*X97,-6555995.606459434,-9362840.030092245
INSERT,CENTER,*X97,-6556330.380885673,-9364038.137801751
INSERT,CENTER,*X97,-6554404.162703214,-9364576.360351964
INSERT,CENTER,*X97,-6554069.388276971,-9363378.25264246
