type,layer,block,x,y
INSERT,KbhRt主线_右线xl,dasddddss,4280852.7042666,-10395976.58855216
INSERT,ZX-铺地,dfghfhjfgjfguj,-8550039.020353557,-5044122.52122069
INSERT,STEEL,SHUCHI,-6678640.711210199,-9225815.297598932
INSERT,STEEL,SHUCHI,-6683875.685334482,-9237463.88097342
INSERT,STEEL,SHUCHI,-6677062.737998938,-9226524.452408936
INSERT,STEEL,SHUCHI,-6682297.71212322,-9238173.035783425
INSERT,STEEL,SHUCHI,-6675270.565066851,-9226756.981499757
INSERT,STEEL,SHUCHI,-6680505.539191138,-9238405.56487425
INSERT,STEEL,SHUCHI,-6673692.591855592,-9227466.136309764
INSERT,STEEL,SHUCHI,-6678927.565979877,-9239114.719684256
INSERT,0,龙阳路站平剖面图0625$0$FASFSFD,7015723.071033687,-9692859.123308029
INSERT,0,4234,-6877400.881228397,-10116446.35059493
INSERT,COLUMN,_FZHK,-6562438.073787424,-9238504.235696659
INSERT,COLUMN,_FZHK,-6570673.959679176,-9236851.908980165
INSERT,COLUMN,_FZHK,-6587145.731462681,-9233547.255547177
INSERT,COLUMN,_FZHK,-6595381.617354433,-9231894.928830687
INSERT,COLUMN,_FZHK,-6628325.160921442,-9225285.621964715
INSERT,COLUMN,_FZHK,-6636561.046813194,-9223633.29524822
INSERT,COLUMN,_FZHK,-6569631.420203294,-9231655.457167514
INSERT,COLUMN,_FZHK,-6586103.191986799,-9228350.803734526
INSERT,COLUMN,_FZHK,-6594339.077878551,-9226698.477018036
INSERT,COLUMN,_FZHK,-6627282.62144556,-9220089.170152059
INSERT,COLUMN,_FZHK,-6635518.507337312,-9218436.84343557
INSERT,COLUMN,_FZHK,-6561395.534311543,-9233307.783884006
INSERT,COLUMN,_FZHK,-6628325.160921442,-9225285.621964715
INSERT,COLUMN,_FZHK,-6653032.818596702,-9220328.641815237
INSERT,COLUMN,_FZHK,-6661268.70448845,-9218676.315098736
INSERT,COLUMN,_FZHK,-6651990.279120818,-9215132.190002583
INSERT,COLUMN,_FZHK,-6660226.165012572,-9213479.863286089
INSERT,COLUMN,_FZHK,-6627282.62144556,-9220089.170152059
INSERT,COLUMN,_FZHK,-6635518.507337312,-9218436.84343557
INSERT,建-柱-平面-混凝土柱,_FZH,-6579734.346890581,-9323435.623342401
INSERT,KbhRt主线_右线xl,dasddddss,4315806.214449548,-10381395.08751691
INSERT,KbhRt主线_右线xl,dasddddss,4316807.847904425,-10381674.96324303
INSERT,KbhRt主线_右线xl,dasddddss,4314804.580994672,-10381115.2117908
INSERT,0S-SBEAM-LINE,daddsasaddd,-6465131.98157347,-9247691.363924868
INSERT,0S-DETL-TEXT,ssdddsddgfdd,-6511208.938593239,-9376169.014567024
INSERT,COLUMN,_FZHK,-6630414.17398444,-9235698.134842158
INSERT,COLUMN,_FZHK,-6630414.17398444,-9235698.134842158
INSERT,COLUMN,_FZHK,-6630414.172564333,-9235698.127762814
INSERT,COLUMN,_FZHK,-6630414.172564333,-9235698.127762814
INSERT,COLUMN,_FZHK,-6630414.17398444,-9235698.134842161
INSERT,COLUMN,_FZHK,-6630414.17398444,-9235698.134842161
INSERT,A-WIND,$DorLib2D$00000009,6624839.604566473,-9231457.353355651
INSERT,0,闸机,-6618654.527432384,-9233640.915680672
INSERT,0,闸机,-6617870.181507046,-9233798.400503433
INSERT,0,末端闸机,-6614438.66808366,-9234487.396602979
INSERT,0,闸机,-6621007.565208421,-9233168.46121247
INSERT,0,闸机,-6620223.219283083,-9233325.946035206
INSERT,0,闸机,-6619438.873357738,-9233483.430857956
INSERT,0,末端闸机,-6618360.397710386,-9233699.972489255
INSERT,0,双向闸机（宽）,-6623218.50262968,-9232724.755156819
INSERT,0,末端闸机,-6621747.854019774,-9233020.039200086
INSERT,0,闸机,-6617085.835581693,-9233955.885326182
INSERT,0,闸机,-6616301.489656356,-9234113.370148923
INSERT,0,闸机,-6615517.143731015,-9234270.854971667
INSERT,S_STAIR,ANJIAN,-7581423.257238553,-7890422.617799505
INSERT,0,末端闸机,-6628625.2906011,-9210541.089763633
INSERT,0,闸机,-6626761.943247617,-9210912.487986911
INSERT,0,闸机,-6627546.510554347,-9210756.109787631
INSERT,0,闸机,-6632484.343811503,-9209822.898600977
INSERT,0,闸机,-6631699.77650477,-9209979.276800263
INSERT,0,末端闸机,-6630905.435560594,-9210086.619542869
INSERT,A-WIND,$DorLib2D$00000009,6630048.421984183,-9211199.021518206
INSERT,KbhRt主线_右线xl,dddddd,-6699698.76126157,-9308884.063652552
INSERT,A-EQPM,M_E13,6653731.78016922,-9343381.280028273
INSERT,A-EQPM,M_E2,-6653488.591375772,-9341581.959885886
INSERT,A-EQPM,M_E13,6653492.271134374,-9342524.112937079
INSERT,A-EQPM,M_E13,6657969.460070249,-9342197.190445835
INSERT,A-EQPM,M_E2,-6656983.678748514,-9339598.209958522
INSERT,A-EQPM,M_E2,-6657244.716731193,-9340532.425941004
INSERT,A-EQPM,M_E13,6657729.951035394,-9341340.023354641
INSERT,A-EQPM,M_E2,-6656746.860826419,-9338750.673958239
INSERT,A-EQPM,M_E13,6658162.081988875,-9342143.368162764
INSERT,A-EQPM,M_E2,-6657657.855212751,-9339409.832037899
INSERT,A-EQPM,M_E2,-6657918.89319543,-9340344.048020382
INSERT,A-EQPM,M_E13,6657922.572954024,-9341286.20107157
INSERT,A-EQPM,M_E2,-6657421.037290654,-9338562.296037622
INSERT,A-EQPM,A$C6385187F,-6656315.353126704,-9336672.482350994
INSERT,A-EQPM,A$C6385187F,-6656503.731019284,-9337346.65871486
INSERT,A-EQPM,A$C6385187F,-6656250.102656992,-9336438.960657929
INSERT,A-EQPM,A$C6385187F,-6656712.778643322,-9336561.433988444
INSERT,A-EQPM,A$C6385187F,-6656901.156535897,-9337235.610352307
INSERT,A-EQPM,A$C6385187F,-6656647.52817361,-9336327.912295383
INSERT,A-EQPM,M_E13,6661669.717182048,-9341294.730361159
INSERT,A-EQPM,M_E13,6662526.884273242,-9341055.221326309
INSERT,A-EQPM,A$C6385187F,-6660319.49472172,-9337578.340635987
INSERT,A-EQPM,A$C6385187F,-6660507.872614303,-9338252.516999848
INSERT,A-EQPM,M_E13,6664858.38123548,-9340282.675905688
INSERT,A-EQPM,M_E2,-6653227.553393098,-9340647.743903408
INSERT,A-EQPM,M_E2,-6652990.735471,-9339800.207903129
INSERT,A-EQPM,M_E13,6653586.415499919,-9338030.326034141
INSERT,A-EQPM,$PLAN$00001610,-6661062.09713946,-9341374.139884033
INSERT,A-EQPM,$PLAN$00001610,-6660887.174810643,-9340748.118974733
INSERT,A-EQPM,$PLAN$00001610,-6660712.252481817,-9340122.09806543
INSERT,A-EQPM,$PLAN$00001610,-6660537.330152993,-9339496.077156132
INSERT,A-EQPM,$PLAN$00001610,-6660362.407778899,-9338870.056259491
INSERT,A-EQPM,$PLAN$00001610,-6660187.485404803,-9338244.035362835
INSERT,A-EQPM,$PLAN$00001610,-6660012.563084534,-9337618.014451148
INSERT,A-EQPM,$PLAN$00001610,-6664624.75855195,-9339446.430223976
INSERT,C-AXIS,_AXISO,-6700184.643366075,-9296891.867463383
INSERT,C-AXIS,_AXISO,-6475291.523541267,-9390880.466535119
INSERT,C-AXIS,_AXISO,-6470662.80960949,-9374314.99016594
INSERT,C-AXIS,_AXISO,-6467218.185288165,-9361987.19379818
INSERT,C-AXIS,_AXISO,-6641334.498395134,-9353637.503083225
INSERT,C-AXIS,_AXISO,-6681303.525681224,-9342469.385166422
INSERT,C-AXIS,_AXISO,-6655010.64749062,-9349816.122976752
INSERT,C-AXIS,_AXISO,-6653373.362035523,-9350273.612144432
INSERT,C-AXIS,_AXISO,-6629295.634754742,-9357001.394022015
INSERT,C-AXIS,_AXISO,-6600402.36201781,-9365074.732275123
INSERT,C-AXIS,_AXISO,-6571509.089280874,-9373148.070528229
INSERT,C-AXIS,_AXISO,-6544253.10199903,-9380763.919613659
INSERT,C-AXIS,_AXISO,-6542615.81654394,-9381221.408781337
INSERT,C-AXIS,_AXISO,-6513722.543807002,-9389294.747034441
INSERT,C-AXIS,_AXISO,-6485021.892888312,-9397314.263032527
INSERT,C-AXIS,_AXISO,-6708257.981619184,-9325785.140200324
INSERT,C-AXIS,_AXISO,-6703629.2676874,-9309219.663831143
INSERT,C-AXIS,_AXISO,-6705381.2534155,-9335741.603162125
INSERT,ARGRID,A1034D1,-6708540.073521121,-9231012.444200008
INSERT,ARGRID,A1034D1,-6451277.208241328,-9301036.037658727
INSERT,ARGRID,A1034D1,-6718005.444180024,-9265348.305681321
INSERT,ARGRID,A1034D1,-6460972.157327447,-9336204.700449167
INSERT,ARGRID,A1034D1,-6683427.426686247,-9284624.256451186
INSERT,ARGRID,A1034D1,-6716862.688980111,-9261202.933496216
INSERT,ARGRID,A1034D1,-6715706.645929039,-9257009.35930895
INSERT,ARGRID,A1034D1,-6714763.208496558,-9253587.017156128
INSERT,ARGRID,A1034D1,-6713952.649575689,-9250646.695024828
INSERT,ARGRID,A1034D1,-6710609.293344882,-9238518.589263257
INSERT,ARGRID,A1034D1,-6711552.730777367,-9241940.931416074
INSERT,ARGRID,A1034D1,-6711552.730777367,-9241940.931416074
INSERT,ARGRID,A1034D1,-6712363.289698235,-9244881.253547376
INSERT,ARGRID,A1034D1,-6709453.250293809,-9234325.015075993
INSERT,ARGRID,A1034D1,-6659550.082900023,-9291206.526402667
INSERT,ARGRID,A1034D1,-6671488.754793134,-9287915.391426928
INSERT,ARGRID,A1034D1,-6649009.265331231,-9294112.314725742
INSERT,ARGRID,A1034D1,-6646213.549206386,-9294883.010093121
INSERT,ARGRID,A1034D1,-6647611.41124308,-9294497.661313842
INSERT,ARGRID,A1034D1,-6635672.739113791,-9297788.796354147
INSERT,ARGRID,A1034D1,-6623734.067220674,-9301079.931329891
INSERT,ARGRID,A1034D1,-6611795.39532756,-9304371.066305632
INSERT,ARGRID,A1034D1,-6599856.723434448,-9307662.201281374
INSERT,ARGRID,A1034D1,-6586520.189740813,-9311338.684971829
INSERT,ARGRID,A1034D1,-6589315.905865653,-9310567.989604448
INSERT,ARGRID,A1034D1,-6587918.051777507,-9310953.336192552
INSERT,ARGRID,A1034D1,-6575979.379648215,-9314244.471232857
INSERT,ARGRID,A1034D1,-6564040.707755099,-9317535.6062086
INSERT,ARGRID,A1034D1,-6552102.035861986,-9320826.741184339
INSERT,ARGRID,A1034D1,-6540163.363968871,-9324117.876160084
INSERT,ARGRID,A1034D1,-6529622.546400079,-9327023.664483158
INSERT,ARGRID,A1034D1,-6526826.830275236,-9327794.359850535
INSERT,ARGRID,A1034D1,-6528224.69231193,-9327409.011071257
INSERT,ARGRID,A1034D1,-6516286.020182644,-9330700.146111567
INSERT,ARGRID,A1034D1,-6504347.348289526,-9333991.281087305
INSERT,ARGRID,A1034D1,-6492408.67639641,-9337282.416063048
INSERT,ARGRID,A1034D1,-6480470.004503294,-9340573.551038785
INSERT,ARGRID,A1034D1,-6459829.402127535,-9332059.328264058
INSERT,ARGRID,A1034D1,-6458673.359076467,-9327865.754076796
INSERT,ARGRID,A1034D1,-6457729.921643982,-9324443.41192397
INSERT,ARGRID,A1034D1,-6456919.362723112,-9321503.089792672
INSERT,ARGRID,A1034D1,-6453576.006492312,-9309374.984031098
INSERT,ARGRID,A1034D1,-6454519.443924791,-9312797.326183924
INSERT,ARGRID,A1034D1,-6454519.443924791,-9312797.326183924
INSERT,ARGRID,A1034D1,-6455330.002845658,-9315737.64831522
INSERT,ARGRID,A1034D1,-6452419.963441236,-9305181.409843836
INSERT,AXIS,_AXISO,-6648776.371644474,-9125581.96181699
INSERT,AXIS,_AXISO,-6641454.102875534,-9127205.039164334
INSERT,AXIS,_AXISO,-6636084.43911165,-9128395.295885713
INSERT,AXIS,_AXISO,-6630226.624096499,-9129693.757763591
INSERT,AXIS,_AXISO,-6622904.355327563,-9131316.835110931
INSERT,AXIS,_AXISO,-6615093.935307363,-9133048.117614757
INSERT,AXIS,_AXISO,-6607283.515287164,-9134779.40011859
INSERT,AXIS,_AXISO,-6599473.095266967,-9136510.682622427
INSERT,AXIS,_AXISO,-6591662.675246765,-9138241.965126255
INSERT,AXIS,_AXISO,-6583852.255226567,-9139973.247630086
INSERT,AXIS,_AXISO,-6576041.835206366,-9141704.530133917
INSERT,AXIS,_AXISO,-6568231.41518617,-9143435.812637747
INSERT,AXIS,_AXISO,-6560420.995165967,-9145167.095141578
INSERT,AXIS,_AXISO,-6554254.598783298,-9154315.142444804
INSERT,AXIS,_AXISO,-6546444.1787631,-9156046.424948637
INSERT,AXIS,_AXISO,-6538633.758742894,-9157777.707452465
INSERT,AXIS,_AXISO,-6523305.809453254,-9161175.349366237
INSERT,AXIS,_AXISO,-6515495.389433059,-9162906.631870061
INSERT,AXIS,_AXISO,-6507684.969412856,-9164637.914373898
INSERT,AXIS,_AXISO,-6499874.549392663,-9166369.196877726
INSERT,AXIS,_AXISO,-6492064.12937246,-9168100.479381557
INSERT,AXIS,_AXISO,-6484741.860603524,-9169723.5567289
INSERT,AXIS,_AXISO,-6476931.440583325,-9171454.839232728
INSERT,AXIS,_AXISO,-6469121.020563123,-9173186.121736559
INSERT,AXIS,_AXISO,-6461310.600542924,-9174917.404240389
INSERT,AXIS,_AXISO,-6453500.180522726,-9176648.686744224
INSERT,AXIS,_AXISO,-6445689.76050253,-9178379.969248057
INSERT,AXIS,_AXISO,-6437391.189231069,-9180219.456908375
INSERT,AXIS,_AXISO,-6430068.920462131,-9181842.534255716
INSERT,AXIS,_AXISO,-6422258.50044193,-9183573.816759549
INSERT,AXIS,_AXISO,-6414448.080421729,-9185305.099263375
INSERT,AXIS,_AXISO,-6407613.96290406,-9186819.97145423
INSERT,AXIS,_AXISO,-6401267.996637643,-9188226.638488595
INSERT,AXIS,_AXISO,-6394922.030371227,-9189633.305522956
INSERT,AXIS,_AXISO,-6660394.297374949,-9152197.932674411
INSERT,AXIS,_AXISO,-6659204.040653569,-9146828.268910526
INSERT,AXIS,_AXISO,-6662331.167055218,-9160935.840652964
INSERT,AXIS,_AXISO1,-6662028.195237941,-9159569.016568473
INSERT,AXIS,_AXISO2,-6661919.990081453,-9159080.865317214
INSERT,AXIS,_AXISO,-6657267.168352404,-9138090.361512928
INSERT,AXIS,_AXISO2,-6657570.142790574,-9139457.185016457
INSERT,AXIS,_AXISO1,-6657678.347947068,-9139945.336267725
INSERT,AXIS,_AXISO,-6390897.588361914,-9206301.929138295
INSERT,AXIS,_AXISO,-6388960.716060753,-9197564.021740697
INSERT,AXIS,_AXISO2,-6389263.690498922,-9198930.845244225
INSERT,AXIS,_AXISO1,-6389371.895655415,-9199418.996495497
INSERT,AXIS,_AXISO,-6391362.870534821,-9208400.979518721
INSERT,AXIS,_AXISO,-6656910.091335991,-9136479.462383762
INSERT,AXIS,_AXISO,-6655470.962754684,-9129987.050741968
INSERT,AXIS,_AXISO,-6392596.40932119,-9213965.903793923
INSERT,AXIS,_AXISO,-6390453.94722031,-9204300.509008119
INSERT,AXIS,_AXISO,-6393613.537789796,-9218554.525544982
INSERT,AXIS,_AXISO,-6530824.315025204,-9159508.773545985
INSERT,AXIS,_AXISO,-6710242.64551261,-9227908.076274443
INSERT,AXIS,_AXISO,-6707301.257737944,-9228498.193177305
INSERT,AXIS,_AXISO,-6698575.1406731,-9230248.873322462
INSERT,AXIS,_AXISO,-6690241.208644879,-9231920.871213903
INSERT,AXIS,_AXISO,-6684358.433095545,-9233101.105019628
INSERT,AXIS,_AXISO,-6673181.159551814,-9235343.549250508
INSERT,AXIS,_AXISO,-6664945.273782746,-9236995.876578518
INSERT,AXIS,_AXISO,-6656709.388013682,-9238648.203906533
INSERT,AXIS,_AXISO,-6648473.502244614,-9240300.531234543
INSERT,AXIS,_AXISO,-6640237.61647555,-9241952.858562557
INSERT,AXIS,_AXISO,-6716825.566235415,-9214825.92542595
INSERT,AXIS,_AXISO,-6715415.186837574,-9207796.008644498
INSERT,AXIS,_AXISO,-6714372.646975854,-9202599.556909252
INSERT,AXIS,_AXISO,-6712962.26757801,-9195569.640127798
INSERT,AXIS,_AXISO,-6711388.622503713,-9187725.939395356
INSERT,AXIS,_AXISO,-6709618.271795127,-9178901.776071356
INSERT,AXIS,_AXISO,-6707651.215452251,-9169097.150155804
INSERT,AXIS,_AXISO,-6706766.040097958,-9164685.068493806
INSERT,AXIS,_AXISO,-6468635.352743031,-9264619.169746962
INSERT,AXIS,_AXISO,-6467224.973345191,-9257589.252965505
INSERT,AXIS,_AXISO,-6466182.433483468,-9252392.801230262
INSERT,AXIS,_AXISO,-6464772.05408563,-9245362.884448807
INSERT,AXIS,_AXISO,-6463198.409011331,-9237519.183716369
INSERT,AXIS,_AXISO,-6459461.001959875,-9218890.394476813
INSERT,AXIS,_AXISO,-6458575.82660558,-9214478.312814813
INSERT,AXIS,_AXISO,-6632001.730706486,-9243605.185890572
INSERT,AXIS,_AXISO,-6623765.84493742,-9245257.513218584
INSERT,AXIS,_AXISO,-6615529.959168355,-9246909.840546601
INSERT,AXIS,_AXISO,-6607294.073399287,-9248562.167874615
INSERT,AXIS,_AXISO,-6599058.187630222,-9250214.495202625
INSERT,AXIS,_AXISO,-6590822.301861159,-9251866.822530638
INSERT,AXIS,_AXISO,-6582586.416092091,-9253519.149858654
INSERT,AXIS,_AXISO,-6574350.530323028,-9255171.477186669
INSERT,AXIS,_AXISO,-6566114.644553959,-9256823.804514683
INSERT,AXIS,_AXISO,-6557878.758784895,-9258476.131842693
INSERT,AXIS,_AXISO,-6549642.873015828,-9260128.459170712
INSERT,AXIS,_AXISO,-6545034.698835518,-9261052.975651859
INSERT,AXIS,_AXISO,-6539151.923286188,-9262233.209457582
INSERT,AXIS,_AXISO,-6534249.610328408,-9263216.737629022
INSERT,AXIS,_AXISO,-6528366.834779074,-9264396.971434747
INSERT,AXIS,_AXISO,-6520032.902750854,-9266068.969326187
INSERT,AXIS,_AXISO,-6515130.589793074,-9267052.497497628
INSERT,AXIS,_AXISO,-6508757.582947967,-9268331.084120493
INSERT,AXIS,_AXISO,-6500619.743438055,-9269963.740885078
INSERT,AXIS,_AXISO,-6495521.337961966,-9270986.610183367
INSERT,AXIS,_AXISO,-6488658.099821077,-9272363.549623381
INSERT,AXIS,_AXISO,-6481794.861680193,-9273740.489063392
INSERT,AXIS,_AXISO,-6460641.235765593,-9224773.170026148
INSERT,AXIS,_AXISO,-6461821.46957132,-9230655.945575479
INSERT,E-LT-LITE1,E-SK-001,-6599301.973794085,-9318114.36729316
INSERT,E-LT-LITE1,E-SK-001,-6598915.579448195,-9318221.689312503
INSERT,WINDOW,$DorLib2D$00000002,-6581445.580792707,-9246542.390729782
INSERT,0,dfdgdfhh,-6776126.611127217,-9412440.96942793
INSERT,COLUMN,_FZHK,-6553157.4966515,-9234943.400184141
INSERT,COLUMN,_FZHK,-6553157.4966515,-9234943.400184141
INSERT,MPFIXTURE,A1088D2A,-6622889.199481354,-9275176.123022761
INSERT,MPFIXTURE,A1088D2A,-6622650.0182248,-9274308.486966246
INSERT,MPFIXTURE,A1088D2A,-6623128.390293811,-9276043.309085542
INSERT,ARDOOR,AUD01D1S,6622093.612668699,-9277106.542663497
INSERT,MPFIXTURE,A1088D2A,6621868.692786716,-9271474.209181659
INSERT,MPFIXTURE,A1088D2A,6622107.874043262,-9272341.845238161
INSERT,MPFIXTURE,A1088D2A,6621629.511530167,-9270606.573125196
INSERT,MPFIXTURE,A1088D2A,-6622410.836968259,-9273440.850909791
INSERT,MPFIXTURE,A1138DAA,6621268.629949376,-9269598.531765664
INSERT,MPFIXTURE,A1138DAA,6621082.600083622,-9268923.703721592
INSERT,MPFIXTURE,A1163D1A,6617277.969498262,-9272062.563650759
INSERT,MPFIXTURE,A1138DAB,6617868.503612357,-9272894.091618423
INSERT,MPFIXTURE,A1163D1A,6617646.928995088,-9273400.973555689
INSERT,MPFIXTURE,A1163D1A,6617461.553768938,-9272728.520235116
INSERT,MPFIXTURE,A1163D1A,6617088.882417647,-9271376.645484258
INSERT,MPFIXTURE,A1088D2A,6622107.873699522,-9272341.845332659
INSERT,MPFIXTURE,A1088D2A,6621868.692442975,-9271474.209276156
INSERT,MPFIXTURE,A1088D2A,6621629.511186425,-9270606.5732197
INSERT,MPFIXTURE,A1088D2A,-6622410.836624524,-9273440.851004288
INSERT,MPFIXTURE,A1163D1A,6618933.0742,-9273631.4132085
INSERT,MPFIXTURE,A1163D1A,6619612.344309222,-9273443.640176253
INSERT,MPFIXTURE,A1088D2A,-6622650.017881056,-9274308.487060745
INSERT,ARDOOR,AUD01D1S,6622093.612324959,-9277106.542757989
INSERT,MPFIXTURE,A1138DAB,6623352.917397205,-9279563.733601372
INSERT,MPFIXTURE,A1138DAB,6622454.948619066,-9279450.937073546
INSERT,MPFIXTURE,A1138DAA,-6622196.805747738,-9279953.891192274
INSERT,MPFIXTURE,A1138DAA,-6621525.854579231,-9280138.852320094
INSERT,MPFIXTURE,A1138DAA,-6620851.026535286,-9280324.882186304
INSERT,MPFIXTURE,A1138DAA,-6620176.198491365,-9280510.912052514
INSERT,MPFIXTURE,A1064D1A,-6623787.844619873,-9279564.833828738
INSERT,MPFIXTURE,A1088D2A,6618710.971824651,-9277260.815908173
INSERT,MPFIXTURE,A1088D2A,6618472.100323109,-9276394.303495843
INSERT,MPFIXTURE,A1088D2A,6618232.919066567,-9275526.667439349
INSERT,MPFIXTURE,A1088D2A,6617993.737810023,-9274659.031382883
INSERT,LVTRY,_LV5,6620548.256885975,-9266684.306725029
INSERT,LVTRY,_LV8,-6620727.662854087,-9267335.106469609
INSERT,LVTRY,M_E11,6616482.041662683,-9267286.382855422
INSERT,LVTRY,_LV5,6618631.851013319,-9266693.744285122
INSERT,LVTRY,_LV3,6617348.842396324,-9267099.354897302
INSERT,MPFIXTURE,A1138DAB,6619247.421428016,-9266663.815473529
INSERT,0-修改新增,A$C36A4015A,-6534659.331677573,-9264829.549458511
INSERT,0-修改新增,A$C446C65A0,-6576295.495839511,-9261452.187155027
INSERT,0-导向定位-悬挂,A$C5C800014,-6628223.454275179,-9232900.076449775
INSERT,导向定位-吸墙,AB-PING,-6636960.520693784,-9231109.269484614
INSERT,0-导向定位-悬挂,A$C68E935BE,-6543425.434467359,-9275644.249529426
INSERT,0-导向定位-悬挂,A$C217E3290,-6531243.203194894,-9276388.849674027
INSERT,0-导向定位-悬挂,A$C321A1F37,-6593440.248943423,-9327924.974300668
INSERT,导向定位-吸墙,AB-PING,-6598427.170540133,-9355435.68541037
INSERT,EECOMM,A$C2EC20988,-6581391.177640774,-9359788.18877572
INSERT,COLUMN,_FZHK,-6556300.34743867,-9250565.380852796
INSERT,COLUMN,_FZHK,-6548055.315311199,-9252221.403230333
INSERT,ARDOOR,AUD02D1S,6563317.970043353,-9245813.968216255
INSERT,COLUMN,_FZHK,-6633220.361968891,-9206995.361982837
INSERT,WINDOW,$DORLIB2D$00000127,-6689453.115441409,-9317197.102999388
INSERT,WINDOW,$DORLIB2D$00000127,-6690102.652200883,-9319521.69812412
INSERT,建-墙体－砖墙,1111,-6593047.116151218,-9336274.290701901
INSERT,建-墙体－砖墙,1111,-6792193.98404467,-9296320.399324361
INSERT,COLUMN,_FZHK,-6678155.181153146,-9202187.502805177
INSERT,尺寸标注层,dfgdgh56j56767kk,-7694313.671075627,-8598029.098513633
INSERT,KbhRt主线_右线xl,saasssddd,-6586131.577663678,-9237310.656522019
INSERT,ZX-铺地,dfghfhjfgjfguj,-8546187.702578343,-4985844.378345169
INSERT,建-墙体－砖墙,khjgjfyu,2140814.892514975,-11782708.56335033
INSERT,建-柱-平面-混凝土柱,_FZH,-6554069.545724054,-9371490.083729089
INSERT,建-柱-平面-混凝土柱,_FZH,-6545979.429357723,-9373750.618439997
INSERT,AXIS,a  fgsd,-6635920.308908249,-9557673.791832371
INSERT,AXIS,a  fgsd,-6637917.708472151,-9557571.795351254
INSERT,AXIS,a  fgsd,-6633923.063176316,-9557778.665182517
INSERT,粗实线层,A$C7A240417,-6581402.594826118,-9394396.234433392
INSERT,尺寸标注层,A$C63B34347,-6614543.460246315,-9394167.348645837
INSERT,尺寸标注层,A$C63B34347,-6613916.712578939,-9382083.608466251
INSERT,尺寸标注层,A$C63B34347,-6620535.405928208,-9393856.56424271
INSERT,尺寸标注层,A$C0276304A,-6600103.085177786,-9382661.895661675
INSERT,尺寸标注层,A$C0276304A,-6607917.581000568,-9382256.580944202
INSERT,尺寸标注层,A$C0276304A,-6592288.589131252,-9383067.210391093
INSERT,尺寸标注层,A$C0276304A,-6600729.832891759,-9394745.634963017
INSERT,尺寸标注层,A$C0276304A,-6608544.328716695,-9394340.320304113
INSERT,尺寸标注层,A$C0276304A,-6592915.336839778,-9395150.949633819
INSERT,尺寸标注层,A$C63B34347,-6585305.133915819,-9383567.605963763
INSERT,尺寸标注层,A$C63B34347,-6585931.881583177,-9395651.346143333
INSERT,尺寸标注层,A$C63B34347,-6626527.351610111,-9393545.779839596
INSERT,尺寸标注层,A$C63B34347,-6619908.658260833,-9381772.824063135
INSERT,尺寸标注层,A$C63B34347,-6625900.603942727,-9381462.039660011
INSERT,尺寸标注层,A$C0E8B2CE3,-6577135.068304287,-9395969.388840587
INSERT,尺寸标注层,A$C0E8B2CE3,-6576508.319757998,-9383885.631715427
INSERT,尺寸标注层,A$C0E8B2CE3,-6571642.451429214,-9396254.274543425
INSERT,尺寸标注层,A$C0E8B2CE3,-6571015.702882919,-9384170.517418281
INSERT,尺寸标注层,A$C0E8B2CE3,-6564440.132719613,-9396627.83739603
INSERT,尺寸标注层,A$C0E8B2CE3,-6563813.384173322,-9384544.080270877
INSERT,尺寸标注层,A$C0E8B2CE3,-6557683.537665438,-9396237.753056775
INSERT,尺寸标注层,A$C0E8B2CE3,-6551498.629672216,-9392652.791522408
INSERT,尺寸标注层,A$C0E8B2CE3,-6547830.270973543,-9386504.937573915
INSERT,尺寸标注层,A$C0E8B2CE3,6559022.670472358,-9383075.529179929
INSERT,TEXT_消防,单栓,-3785466.927533665,-10776277.77786023
INSERT,TEXT_消防,单栓,-9516369.405895511,-7978192.302246811
INSERT,0,A$C313A33C1,-6654364.271098661,-9393678.690404339
INSERT,0,dfsdjj,-6397504.445934369,-8678050.614850707
INSERT,建-窗扇,$DorLib2D$00000001,-6682358.859625592,-9335098.462939361
INSERT,建-柱-平面-混凝土柱,_FZH,-6649204.540593679,-9344829.656572722
INSERT,建-柱-平面-混凝土柱,_FZH,-6644388.995137012,-9346175.212946423
INSERT,建-柱-平面-混凝土柱,_FZH,-6641182.763026652,-9347148.968898652
INSERT,建-柱-平面-混凝土柱,_FZH,-6633285.268477703,-9349355.68135152
INSERT,建-窗扇,$WINLIB2D$00000001,-6685800.564101347,-9334967.427442048
INSERT,建-窗扇,$WINLIB2D$00000001,-6684355.900464347,-9335371.09435416
INSERT,建-窗扇,$WINLIB2D$00000001,-6681466.573190347,-9336178.428178378
INSERT,建-窗扇,$WINLIB2D$00000001,-6680021.909553349,-9336582.095090488
INSERT,建-窗扇,$WINLIB2D$00000001,-6678577.245916351,-9336985.762002599
INSERT,建-窗扇,$WINLIB2D$00000001,-6675736.074096922,-9337779.640263081
INSERT,建-窗扇,$WINLIB2D$00000001,-6672798.591368354,-9338600.429651039
INSERT,建-窗扇,$WINLIB2D$00000001,-6671353.927731352,-9339004.096563147
INSERT,建-窗扇,$WINLIB2D$00000001,-6668464.600457358,-9339811.430387367
INSERT,建-窗扇,$WINLIB2D$00000001,-6667019.936820357,-9340215.097299475
INSERT,建-窗扇,$WINLIB2D$00000001,-6664130.609546358,-9341022.431123699
INSERT,建-窗扇,$WINLIB2D$00000001,-6660470.794999293,-9342045.053967709
