type,layer,x,y,text
TEXT,I-TEXT,-10759691.61233964,-8692781.929031655,TVM
TEXT,I-TEXT,-10622947.0236738,-8203393.454068654,TVM
TEXT,PUB_TEXT,-9920720.069456478,-9272159.203864974,12
TEXT,PUB_TEXT,-9917340.284424058,-9273096.586591311,2
TEXT,I-TEXT,-6532304.83273537,-9189770.988837011,消防栓
TEXT,PUB_TEXT,-6556150.02458903,-9226450.925158593,出站
TEXT,PUB_TEXT,-6595756.096296461,-9243885.611509405,下
TEXT,C-NAME,-6650566.525557003,-9266270.714152097,设备用房
TEXT,PUB_TEXT,-6519392.011733177,-9302889.673391742,设备用房
TEXT,PUB_TEXT,-6590983.054160012,-9282596.126254517,磁悬浮站厅层(二层)
TEXT,PUB_TEXT,-6575893.436355373,-9274787.488055592,非付费区
TEXT,PUB_TEXT,-6555956.230052658,-9298921.639861253,付费区
TEXT,C-NAME,-6544249.975879361,-9204040.166019277,换乘通道
TEXT,C-NAME,-6522759.023745914,-9237257.978870232,设备用房
TEXT,C-NAME,-6573118.433882454,-9176079.962605093,7号线站厅层(地下一层)
TEXT,C-NAME,-6606457.325742667,-9200284.940706946,万邦商场
TEXT,PUB_TEXT,-6670746.019627367,-9187657.716540694,非付费区
TEXT,PUB_TEXT,-6553574.045192314,-9208878.964539081,玻璃墙
TEXT,PUB_TEXT,-6584344.292534127,-9228690.974282029,付费区
TEXT,PUB_TEXT,-6667891.201596019,-9215591.279686798,付费区
TEXT,PUB_TEXT,-6565673.742802353,-9243908.074078504,付费区
TEXT,PUB_TEXT,-6616630.111992475,-9219832.744301543,2号线站厅层(一层)
TEXT,C-NAME,-6702776.147508493,-9236408.586794782,消防车道
TEXT,C-NAME,-6697555.182302254,-9265464.84754,换乘通道
TEXT,C-NAME,-6464317.925264724,-9174994.282627663,负一层站厅（7号线）
TEXT,TEXT填表内容,-6664439.898692474,-9255671.577149847,电
TEXT,TEXT填表内容,-6674999.023086767,-9254675.272264249,电
TEXT,TEXT填表内容,-6677099.282022397,-9262725.321771934,电
TEXT,PUB_TEXT,-6616382.965298441,-9286479.554485003,付费区
TEXT,STAIR,-6619418.257723672,-9248649.506628618,上
TEXT,STAIR,-6617624.008494679,-9248927.003875179,下
TEXT,C-NAME,-6604484.773952694,-9242991.741284859,商业
ATTRIB,WINDOW_TEXT,-6522427.01708947,-9257244.519374573,
ATTRIB,WINDOW_TEXT,-6516229.335552051,-9259293.672920064,
ATTRIB,WINDOW_TEXT,-6534199.920194563,-9254882.5776724,
ATTRIB,WINDOW_TEXT,-6537563.85625696,-9253071.743764941,
ATTRIB,WINDOW_TEXT,-6534429.742966749,-9252777.492374045,
ATTRIB,WINDOW_TEXT,-6535442.052897628,-9253807.112643785,
ATTRIB,WINDOW_TEXT,-6535113.666438129,-9252170.297488396,
ATTRIB,建-符号-门编号,-6685272.530801023,-9321720.848776564,
ATTRIB,建-符号-门编号,-6657034.216822918,-9332859.738592899,
ATTRIB,建-符号-门编号,-6661053.876212649,-9334124.667298516,
ATTRIB,建-符号-门编号,-6664040.299796063,-9338251.475229162,
ATTRIB,建-符号-门编号,-6662138.394651334,-9338005.996936168,
ATTRIB,建-符号-门编号,-6500510.296966003,-9355456.787515437,
ATTRIB,建-符号-门编号,-6671119.323004545,-9328057.138119392,
ATTRIB,建-符号-门编号,-6665970.209505392,-9326536.733511128,
ATTRIB,建-符号-门编号,-6664530.361414003,-9326939.054867411,
ATTRIB,建-符号-门编号,-6666490.599209939,-9328733.564748301,
ATTRIB,建-符号-门编号,-6664948.89859029,-9329161.544279131,
ATTRIB,建-符号-门编号,-6681246.667554886,-9320824.953615899,
ATTRIB,建-符号-门编号,-6682787.642100854,-9320394.375575727,
ATTRIB,建-符号-门编号,-6677572.153915784,-9326254.092576171,
ATTRIB,建-符号-门编号,-6678766.221492614,-9331990.63162743,
ATTRIB,建-符号-门编号,-6663284.100563608,-9336223.187774692,
ATTRIB,建-符号-门编号,-6535721.347780492,-9367063.230017178,
ATTRIB,建-符号-门编号,-6534253.038218544,-9368459.892836286,
ATTRIB,建-符号-门编号,-6529291.096685083,-9369852.844502192,
ATTRIB,建-符号-门编号,-6521200.98031875,-9372113.379213097,
ATTRIB,建-符号-门编号,-6509162.116678375,-9375477.270151936,
ATTRIB,建-符号-门编号,-6517446.78457658,-9373155.884586905,
ATTRIB,建-符号-门编号,-6519180.380940793,-9372671.484291716,
ATTRIB,建-符号-门编号,-6504565.188114119,-9374990.134585708,
ATTRIB,建-符号-门编号,-6528460.972164443,-9348488.074592827,
ATTRIB,建-符号-门编号,-6486774.038125471,-9363192.716157829,
ATTRIB,建-符号-门编号,-6490555.051540726,-9376724.398889614,
ATTRIB,建-符号-门编号,-6507698.393364623,-9371934.218192706,
ATTRIB,建-符号-门编号,-6503917.379949367,-9358402.535460923,
ATTRIB,建-符号-门编号,-6509118.58849484,-9356170.48938915,
ATTRIB,建-符号-门编号,-6518294.751414076,-9353523.427984574,
ATTRIB,建-符号-门编号,-6513303.268822757,-9371146.835757775,
ATTRIB,建-符号-门编号,-6520049.876680296,-9353116.076416686,
ATTRIB,建-符号-门编号,-6529440.190319794,-9350492.241484385,
ATTRIB,建-符号-门编号,-6495993.09776725,-9378164.070115353,
ATTRIB,建-符号-门编号,-6677061.077660051,-9317550.547222019,
ATTRIB,建-符号-门编号,-6538011.20907119,-9365485.031342078,
ATTRIB,建-符号-门编号,-6533151.32825795,-9349295.638655975,
ATTRIB,建-符号-门编号,-6537647.565962953,-9366525.007466963,
ATTRIB,建-符号-门编号,-6492934.978492969,-9356234.284782633,
ATTRIB,建-符号-门编号,-6656483.652207594,-9331208.259895579,
ATTRIB,建-符号-门编号,-6685272.530807047,-9321720.848810597,
ATTRIB,建-符号-门编号,-6504691.38736128,-9355227.096510743,
ATTRIB,建-符号-门编号,-6653138.957729059,-9330014.30895637,
ATTRIB,建-符号-门编号,-6523693.58216285,-9349820.175404603,
ATTRIB,建-符号-门编号,-6515603.46579652,-9352080.710115506,
ATTRIB,建-符号-门编号,-6526548.71638457,-9348133.347997611,
ATTRIB,建-符号-门编号,-6508297.799105761,-9353233.006660897,
ATTRIB,建-符号-门编号,-6505625.326578763,-9348327.479806677,
ATTRIB,建-符号-门编号,-6665774.717238869,-9321192.177142842,
ATTRIB,建-符号-门编号,-6488359.771479183,-9383359.965591004,
TEXT,A-TEXT,-6556286.145180014,-9342347.717967768,工作点
TEXT,A-TEXT,-6559258.029944374,-9341554.451269448,上行
TEXT,A-TEXT,-6621670.136412578,-9340645.438831462,工作点
TEXT,A-TEXT,-6623505.980407287,-9339976.387370153,上行
TEXT,A-TEXT,-6585122.161030958,-9350857.756313617,工作点
TEXT,A-TEXT,-6587243.613683953,-9350108.900278856,上行
TEXT,A-TEXT,-6585459.721782061,-9352065.835922921,工作点
TEXT,A-TEXT,-6587709.176468271,-9351775.080074332,上行
TEXT,A-TEXT,-6560580.136433567,-9357715.271825597,工作点
TEXT,A-TEXT,-6563501.942669327,-9356742.781547152,上行
TEXT,A-TEXT,-6580412.685547277,-9334003.247123321,工作点
TEXT,A-TEXT,-6582534.138200275,-9333254.391088559,上行
TEXT,A-TEXT,-6580750.246298379,-9335211.326732631,工作点
TEXT,A-TEXT,-6582999.700780614,-9334920.570154023,上行
TEXT,A-TEXT,-6617298.249733957,-9324999.108872493,工作点
TEXT,A-TEXT,-6619262.095552174,-9324788.156834422,上行
ATTRIB,建-符号-门编号,-6609525.225690999,-9326096.732864835,
ATTRIB,建-符号-门编号,-6615107.360277995,-9341787.099395983,
ATTRIB,建-符号-门编号,-6573556.985354299,-9337839.389303521,
ATTRIB,建-符号-门编号,-6577873.530207019,-9353287.659126852,
ATTRIB,建-符号-门编号,-6554420.834916939,-9361429.400114188,
ATTRIB,建-符号-门编号,-6549692.549813303,-9344507.573381276,
ATTRIB,建-符号-门编号,-6486615.688395022,-9375422.75718343,
ATTRIB,建-符号-门编号,-6483714.668849366,-9365040.441179974,
ATTRIB,建-符号-门编号,-6491899.884129818,-9379307.793034481,
ATTRIB,建-符号-门编号,-6492477.48932529,-9354596.999327542,
ATTRIB,建-符号-门编号,-6492486.354083665,-9386771.562597754,
ATTRIB,建-符号-门编号,-6649253.089700693,-9330227.920127221,
ATTRIB,建-符号-门编号,-6674697.939027694,-9322654.794804538,
ATTRIB,建-符号-门编号,-6671990.054618754,-9324854.672559611,
ATTRIB,建-符号-门编号,-6670975.785049034,-9321224.753139988,
ATTRIB,建-符号-门编号,-6670256.458254539,-9325339.072854804,
ATTRIB,建-符号-门编号,-6682757.067606367,-9335682.859585766,
ATTRIB,建-符号-门编号,-6680598.795180003,-9327958.724674088,
ATTRIB,建-符号-门编号,-6480002.5141435,-9354542.130805382,
ATTRIB,建-符号-门编号,-6476973.010450517,-9361722.287773421,
ATTRIB,建-符号-门编号,-6524234.557008219,-9368092.422785311,
ATTRIB,建-符号-门编号,-6510271.621846909,-9375160.763586459,
ATTRIB,建-符号-门编号,-6483204.513980574,-9386810.860147868,
ATTRIB,建-符号-门编号,-6475853.507583503,-9357715.754622988,
ATTRIB,建-符号-门编号,-6483375.167687544,-9384634.653053527,
ATTRIB,建-符号-门编号,-6533458.53966323,-9365616.501078413,
ATTRIB,建-符号-门编号,-6522499.997916674,-9368573.377623061,
ATTRIB,建-符号-门编号,-6472755.173774307,-9355731.342722084,
TEXT,AUDIT_D_110625132327-0,-6593516.606165354,-9329336.44310769,DT-
TEXT,AUDIT_D_110625132327-0,-6593155.378492711,-9329410.949897685,5
TEXT,AUDIT_D_110625132327-0,-6598522.075882207,-9347250.272204059,DT-
TEXT,AUDIT_D_110625132327-0,-6598160.848209564,-9347324.778994055,5
ATTRIB,建-符号-门编号,-6679765.710382463,-9325491.914532173,
ATTRIB,建-符号-门编号,-6489998.041428119,-9383175.405069673,
ATTRIB,建-符号-门编号,-6657569.259548719,-9328776.397090875,
ATTRIB,建-符号-门编号,-6655659.120791939,-9327351.625861915,
ATTRIB,建-符号-门编号,-6668421.32214257,-9325851.845315979,
ATTRIB,建-符号-门编号,-6480528.978756382,-9376863.925379959,
ATTRIB,建-符号-门编号,-6479856.200568613,-9374456.152651879,
ATTRIB,建-符号-门编号,-6478414.333283954,-9369667.518323243,
ATTRIB,建-符号-门编号,-6477741.555096188,-9367259.745595164,
ATTRIB,建-符号-门编号,-6539028.001564808,-9376667.689437189,
ATTRIB,建-符号-门编号,-6538353.82520095,-9376856.067329763,
ATTRIB,建-符号-门编号,-6534597.699745151,-9377905.601302684,
ATTRIB,建-符号-门编号,-6533153.036108305,-9378309.268215346,
ATTRIB,建-符号-门编号,-6525929.717924079,-9380327.602778647,
ATTRIB,建-符号-门编号,-6524485.054287233,-9380731.269691306,
ATTRIB,建-符号-门编号,-6523040.390650388,-9381134.93660397,
ATTRIB,建-符号-门编号,-6521595.727013544,-9381538.603516631,
ATTRIB,建-符号-门编号,-6520151.063376699,-9381942.270429293,
ATTRIB,建-符号-门编号,-6518706.399739851,-9382345.93734195,
ATTRIB,建-符号-门编号,-6517261.736103007,-9382749.604254611,
ATTRIB,建-符号-门编号,-6515817.072466164,-9383153.271167273,
ATTRIB,建-符号-门编号,-6510038.417918783,-9384767.938817923,
ATTRIB,建-符号-门编号,-6508593.754281939,-9385171.605730576,
ATTRIB,建-符号-门编号,-6497132.756096299,-9388374.029904353,
ATTRIB,建-符号-门编号,-6528819.045197767,-9379520.268953328,
ATTRIB,建-符号-门编号,-6527374.381560926,-9379923.935865987,
ATTRIB,建-符号-门编号,-6500749.230733849,-9387363.517066246,
ATTRIB,建-符号-门编号,-6492798.765185763,-9389585.03064234,
ATTRIB,建-符号-门编号,-6531708.372471464,-9378712.935128001,
ATTRIB,建-符号-门编号,-6530263.708834643,-9379116.602040749,
ATTRIB,建-符号-门编号,-6507149.090645112,-9385575.272643322,
ATTRIB,建-符号-门编号,-6496458.579732431,-9388562.407796932,
ATTRIB,建-符号-门编号,-6494917.605186467,-9388992.985837104,
ATTRIB,建-符号-门编号,-6494243.428822622,-9389181.363729759,
ATTRIB,建-符号-门编号,-6492124.588821923,-9389773.408534995,
ATTRIB,建-符号-门编号,-6490583.614275939,-9390203.986575109,
ATTRIB,建-符号-门编号,-6489909.437912094,-9390392.36446777,
ATTRIB,建-符号-门编号,-6488368.463366111,-9390822.94250786,
ATTRIB,建-符号-门编号,-6487694.287002263,-9391011.320400517,
ATTRIB,建-符号-门编号,-6487020.110638366,-9391199.698292988,
ATTRIB,建-符号-门编号,-6486345.934274524,-9391388.076185641,
ATTRIB,建-符号-门编号,-6475522.563364894,-9352838.64373639,
ATTRIB,建-符号-门编号,-6476967.227001739,-9352434.976823731,
ATTRIB,建-符号-门编号,-6478411.890638583,-9352031.309911071,
ATTRIB,建-符号-门编号,-6481204.907003155,-9351250.887213263,
ATTRIB,建-符号-门编号,-6488428.225187378,-9349232.552649954,
ATTRIB,建-符号-门编号,-6489872.888824224,-9348828.885737294,
ATTRIB,建-符号-门编号,-6492863.34255249,-9347993.295228086,
ATTRIB,建-符号-门编号,-6499749.572727647,-9346069.150229695,
ATTRIB,建-符号-门编号,-6504319.525192673,-9344792.216610684,
ATTRIB,建-符号-门编号,-6505764.18882952,-9344388.549698024,
ATTRIB,建-符号-门编号,-6508653.516103211,-9343581.215872704,
ATTRIB,建-符号-门编号,-6510098.179740057,-9343177.548960042,
ATTRIB,建-符号-门编号,-6512987.507013747,-9342370.215134719,
ATTRIB,建-符号-门编号,-6485538.89791369,-9350039.886475276,
ATTRIB,建-符号-门编号,-6486983.561550532,-9349636.219562615,
ATTRIB,建-符号-门编号,-6521655.488834819,-9339948.213658752,
ATTRIB,建-符号-门编号,-6482649.570639997,-9350847.220300593,
ATTRIB,建-符号-门编号,-6484094.234276819,-9350443.553387858,
ATTRIB,建-符号-门编号,-6507208.852466362,-9343984.882785363,
ATTRIB,建-符号-门编号,-6511542.8433769,-9342773.882047383,
ATTRIB,建-符号-门编号,-6518766.161561124,-9340755.547484077,
ATTRIB,建-符号-门编号,-6520210.825197973,-9340351.880571418,
ATTRIB,建-符号-门编号,-6523100.152471636,-9339544.546746012,
ATTRIB,建-符号-门编号,-6524544.816108507,-9339140.879833433,
ATTRIB,建-符号-门编号,-6525989.47974535,-9338737.212920774,
ATTRIB,建-符号-门编号,-6527434.14338217,-9338333.546008028,
ATTRIB,建-符号-门编号,-6686431.847977591,-9335480.208782017,
ATTRIB,建-符号-门编号,-6684987.184340742,-9335883.875694676,
ATTRIB,建-符号-门编号,-6682102.67261251,-9336689.863963623,
ATTRIB,建-符号-门编号,-6680658.008975667,-9337093.530876282,
ATTRIB,建-符号-门编号,-6679213.345338819,-9337497.197788945,
ATTRIB,建-符号-门编号,-6676463.668883354,-9338265.510479374,
ATTRIB,建-符号-门编号,-6673429.875245983,-9339113.210995964,
ATTRIB,建-符号-门编号,-6671985.211609134,-9339516.877908625,
ATTRIB,建-符号-门编号,-6669095.884335448,-9340324.211733946,
ATTRIB,建-符号-门编号,-6667651.2206986,-9340727.878646609,
ATTRIB,建-符号-门编号,-6664761.893424911,-9341535.212471926,
ATTRIB,建-符号-门编号,-6661102.078878234,-9342557.835317334,
ATTRIB,建-符号-门编号,-6692311.628979545,-9333837.284447488,
ATTRIB,建-符号-门编号,-6690866.965342703,-9334240.951360143,
ATTRIB,建-符号-门编号,-6656195.038058419,-9343928.957264004,
ATTRIB,建-符号-门编号,-6689321.175251279,-9334672.874956693,
ATTRIB,建-符号-门编号,-6687876.511614433,-9335076.541869355,
ATTRIB,建-符号-门编号,-6677137.845247219,-9338077.132586805,
ATTRIB,建-符号-门编号,-6677812.021611055,-9337888.754694141,
ATTRIB,建-符号-门编号,-6663418.356242642,-9341910.622700702,
ATTRIB,建-符号-门编号,-6500753.780376563,-9356316.575532018,
ATTRIB,建-符号-门编号,-6498041.26771294,-9357074.503941472,
TEXT,建-符号-门编号,-6651926.568298745,-9335092.297548218,GM1024
ATTRIB,建-符号-门编号,-6505704.427008269,-9385978.939555984,
ATTRIB,建-符号-门编号,-6494206.879734759,-9347617.884999316,
ATTRIB,建-符号-门编号,-6539566.681180247,-9375599.570812259,
TEXT,建-墙体－砖墙,-6611153.294789594,-9348136.690882599,进站
TEXT,I-TEXT,-6579774.291970602,-9355735.331572224,客服中心
TEXT,I-TEXT,-6579774.291968524,-9355735.331572807,客服中心
TEXT,建-墙体－砖墙,-6571435.523201435,-9356396.040522852,出站
TEXT,C-AXIS,-6667617.263498994,-9346528.532434732,1/2
TEXT,C-AXIS,-6615127.81802697,-9361195.096928133,1/4
TEXT,C-AXIS,-6586234.545290071,-9369268.435181373,1/5
TEXT,C-AXIS,-6557341.272553174,-9377341.773434622,1/6
TEXT,C-AXIS,-6528447.999816279,-9385415.111687867,1/7
TEXT,C-AXIS,-6500036.281625,-9393353.89430356,1/8
TEXT,C-AXIS,-6693621.208962201,-9339262.528006809,1/1
TEXT,PUB_TEXT,-6690275.473935419,-9322338.744548728,5.250
TEXT,C-NAME,-6676458.388306919,-9311121.24504037,换乘通道
TEXT,C-NAME,-6659804.128400508,-9336239.984932044,男洗手间
TEXT,C-NAME,-6655865.479262066,-9337410.964353038,女洗手间
TEXT,C-NAME,-6664089.373694342,-9337514.676937988,水
TEXT,C-NAME,-6661277.715297631,-9334758.01648146,茶水间
TEXT,C-NAME,-6659897.969944003,-9331829.175441411,清扫储藏间
TEXT,C-NAME,-6662431.325183932,-9339170.622760248,女洗手间
TEXT,C-NAME,-6664565.699775334,-9339240.208795642,男洗手间
TEXT,C-NAME,-6499703.443636056,-9348060.274757367,男洗手间
TEXT,C-NAME,-6494762.474507851,-9349413.863343622,女洗手间
TEXT,C-NAME,-6499719.50995526,-9354724.851078554,水
TEXT,C-NAME,-6498895.264642543,-9382754.390482098,男洗手间
TEXT,C-NAME,-6504234.82274347,-9381236.422900407,女洗手间
TEXT,C-NAME,-6498560.841824098,-9384823.830139515,水
TEXT,C-NAME,-6682619.114475499,-9316871.181849212,通信工区
TEXT,C-NAME,-6679644.211890071,-9317702.427069104,接触网工区
TEXT,C-NAME,-6686736.527037279,-9315192.200558671,信号车载设备工区
TEXT,C-NAME,-6671124.658740227,-9319536.51486193,通信仪表
TEXT,C-NAME,-6668815.936045611,-9320689.456570953,(AFC)
TEXT,C-NAME,-6667197.193097607,-9321180.364438857,机房
TEXT,C-NAME,-6675287.020723191,-9318977.05089306,通信公安分控中心
TEXT,C-NAME,-6663331.899816065,-9324820.981180446,收款室
TEXT,C-NAME,-6672364.046489223,-9323107.904278309,通信仪表
TEXT,C-NAME,-6663049.046247758,-9320528.897546072,警务间
TEXT,C-NAME,-6665597.111472261,-9324170.966337359,警务间
TEXT,C-NAME,-6658330.201708711,-9322461.378011636,区域站长室
TEXT,C-NAME,-6650412.144339423,-9324593.016909595,车站控制室
TEXT,C-NAME,-6686581.468063795,-9327289.869805017,消防
TEXT,C-NAME,-6685800.452448503,-9327483.243142109,给水泵房
TEXT,C-NAME,-6675178.005320439,-9327789.008997385,工务轨道工区
TEXT,C-NAME,-6670259.87270884,-9329203.546221576,配电间
TEXT,C-NAME,-6667223.41146562,-9330091.262637976,男更衣
TEXT,C-NAME,-6664159.75204587,-9330947.308231053,女更衣
TEXT,C-NAME,-6676380.765934729,-9333477.224794878,排烟机房
TEXT,C-NAME,-6668890.674559077,-9335570.100939165,交接班室
TEXT,C-NAME,-6528370.235163976,-9340506.503192079,司机出勤
TEXT,C-NAME,-6511819.736808854,-9347004.264340164,会议室
TEXT,C-NAME,-6503324.46721798,-9347010.795857679,会议准备室
TEXT,C-NAME,-6488908.312025426,-9352631.777818034,休息区
TEXT,C-NAME,-6503946.013776467,-9350035.810913183,配电间
TEXT,C-NAME,-6531769.853920302,-9346313.623434133,清扫间
TEXT,C-NAME,-6514819.75014159,-9358760.849150682,司机更衣
TEXT,C-NAME,-6529401.62717819,-9354686.391169034,线路职工之家
TEXT,C-NAME,-6527107.169899689,-9355327.506832576,线路员工培训室
TEXT,C-NAME,-6497949.928062207,-9363474.60315158,线路仓库
TEXT,C-NAME,-6496141.25460706,-9363979.981435639,线路维修仓库
TEXT,C-NAME,-6482176.336454561,-9367882.0491932,储藏
TEXT,C-NAME,-6498673.919448364,-9370424.354812923,维修工区
TEXT,C-NAME,-6482849.352024731,-9372126.387162559,储藏
TEXT,C-NAME,-6532023.420977885,-9373370.676922565,线路书记办公
TEXT,C-NAME,-6538051.549857404,-9371686.301326342,空调机房
TEXT,C-NAME,-6525292.095435909,-9375251.539243322,线路乘务主管办公室
TEXT,C-NAME,-6509622.545575792,-9379629.914011944,线路综合办公
TEXT,C-NAME,-6517261.509305567,-9377495.440057556,线路维修主管
TEXT,C-NAME,-6537642.944884087,-9368018.822519069,配电
TEXT,C-NAME,-6539485.788474425,-9367503.896439666,(AFC)
TEXT,C-NAME,-6494958.49216681,-9383727.333658503,排烟机房
TEXT,C-NAME,-6487971.506285763,-9388720.332573585,空调机平台
TEXT,C-NAME,-6476474.73045585,-9354011.88415814,空调机房
TEXT,C-NAME,-6506408.881383707,-9361111.008273356,展示区
TEXT,C-NAME,-6508238.25156205,-9367658.05112302,展示区
TEXT,C-NAME,-6688312.288556251,-9283441.816314713,2号线换乘天桥
TEXT,C-NAME,-6494473.326274174,-9355739.757329763,茶水间
TEXT,C-NAME,-6493137.873616198,-9349803.628104485,储藏
TEXT,C-NAME,-6653429.397756451,-9336511.180879192,无障碍洗手间
TEXT,C-NAME,-6474121.59041862,-9364112.848939241,空调机平台
TEXT,C-NAME,-6668197.303555383,-9325352.57741997,落地电缆柜
TEXT,C-NAME,-6686129.917761039,-9323437.637397201,风井
TEXT,C-NAME,-6479767.35863402,-9382364.540290359,空调机平台
TEXT,C-NAME,-6514699.022211844,-9378211.448426295,（运营）
TEXT,C-NAME,-6506886.667433174,-9380394.371187444,（运营）
TEXT,C-NAME,-6497058.872257643,-9370858.754975623,（运营）
TEXT,C-NAME,-6493652.114102031,-9364701.476228237,（运营）
TEXT,C-NAME,-6525391.067938622,-9355800.342063245,（运营）
TEXT,C-NAME,-6511148.336921674,-9347213.453900401,（运营）
TEXT,C-NAME,-6654239.472262075,-9323576.987658853,站长室
TEXT,C-NAME,-6611523.908299242,-9325074.223972803,运营备品间
TEXT,C-NAME,-6580065.810579086,-9352958.007733494,运营备品间
TEXT,PUB_TEXT,-6575356.363263387,-9336103.59863734,运营备品间
TEXT,C-NAME,-6551491.927722914,-9342771.782716965,运营备品间
TEXT,C-NAME,-6556220.212827879,-9359693.609449507,运营备品间
TEXT,C-NAME,-6521456.624047281,-9376323.244001966,（运营）
TEXT,C-NAME,-6492711.849389239,-9349917.063760269,（运营）
TEXT,C-NAME,-6481218.936865461,-9368153.500760806,（运营）
TEXT,C-NAME,-6482438.664881359,-9372231.133053407,（运营）
TEXT,C-NAME,-6529841.999999028,-9349112.675282247,上有人孔
TEXT,C-NAME,-6534389.98054962,-9365389.218923677,上有人孔
TEXT,PUB_TEXT,-6578284.096742614,-9329600.247924188,10号出入口
TEXT,C-NAME,-6478512.317210572,-9359746.266146753,上有强电电缆孔
TEXT,C-NAME,-6586682.732952769,-9343117.155949805,付费区
TEXT,C-NAME,-6587626.4681886,-9358940.575595243,非付费区
TEXT,PUB_TEXT,-6565874.880794027,-9330649.37858308,非付费区
TEXT,C-NAME,-6506767.257463011,-9356509.778146289,水
TEXT,PUB_TEXT,-6591676.312814203,-9313429.416801788,换乘天桥
TEXT,PUB_TEXT,-6560852.745450272,-9376647.873147881,4.750
TEXT,PUB_TEXT,-6629701.193673403,-9361455.519733521,4.750
TEXT,PUB_TEXT,-6627748.723219643,-9359216.346408075,5.350
TEXT,PUB_TEXT,-6564771.456883513,-9376538.259988228,5.350
TEXT,PUB_TEXT,-6597911.106974759,-9366748.798928067,10.350
TEXT,PUB_TEXT,-6670988.525276975,-9340691.634691054,4.750
TEXT,轴网$0$PUB_TEXT,-6699483.319176364,-9328509.94404171,上行
TEXT,轴网$0$PUB_TEXT,-6697817.139650545,-9328975.503691811,上行
TEXT,轴网$0$PUB_TEXT,-6701149.49710622,-9328044.378679942,上行
TEXT,轴网$0$PUB_TEXT,-6626516.692751598,-9358061.10651365,上行
TEXT,轴网$0$PUB_TEXT,-6614034.678968654,-9359887.535794568,下行
TEXT,轴网$0$PUB_TEXT,-6565498.677731317,-9375110.718002325,上行
TEXT,轴网$0$PUB_TEXT,-6577117.742411611,-9370202.8406343,下行
TEXT,PUB_TEXT,-6594745.020574829,-9278192.438401756,进站
TEXT,PUB_TEXT,-6597646.046137247,-9273267.615455228,补票亭
TEXT,PUB_TEXT,-6600903.207402798,-9285082.874642956,补票亭
TEXT,PUB_TEXT,-6599354.906312703,-9266992.676739818,出站
TEXT,PUB_TEXT,-6604951.277959653,-9288025.528151266,出站
TEXT,PUB_TEXT,-6546146.480756545,-9310018.229425386,增设临时活动栏杆
TEXT,PUB_TEXT,-6560232.823007314,-9291531.349073578,备用进站厅
TEXT,PUB_TEXT,-6598028.587044434,-9323543.323694895,进站
TEXT,设备－AFC,-6626012.953961716,-9342918.483430011,CVM
TEXT,设备－AFC,-6585881.881885405,-9329576.035235625,CVM
TEXT,PUB_TEXT,-6606564.225789289,-9260236.838338627,下
TEXT,PUB_TEXT,-6606419.102508679,-9261869.441975248,上
TEXT,PUB_TEXT,-6588730.562062205,-9243408.536058977,3号口（预留进站条件）
TEXT,PUB_TEXT,-6619932.409889117,-9230098.830791462,出站
ATTRIB,WINDOW_TEXT,-6624496.114993986,-9231727.762609907,
TEXT,建-文字,-6626638.084986089,-9232510.884600651,客服中心
ATTRIB,WINDOW_TEXT,-6630392.292678082,-9210929.097089747,
TEXT,PUB_TEXT,-6631501.024214611,-9207413.637949843,2号口(维持现状)
TEXT,PUB_TEXT,-6634270.645608507,-9237547.98505486,4号口
ATTRIB,0,-6653731.268014447,-9343381.358155044,720
ATTRIB,0,-6653731.262430031,-9343381.338169267,480
ATTRIB,0,-6653487.961506892,-9341581.616731426,380
ATTRIB,0,-6653487.961506892,-9341581.616731426,270
ATTRIB,0,-6653491.758979594,-9342524.191063848,720
ATTRIB,0,-6653491.753395187,-9342524.171078069,480
ATTRIB,0,-6657969.443228721,-9342197.130172529,720
ATTRIB,0,-6657969.437644307,-9342197.110186743,480
ATTRIB,0,-6656983.544192879,-9339597.72840398,380
ATTRIB,0,-6656983.544192879,-9339597.72840398,270
ATTRIB,0,-6657244.582175559,-9340531.944386459,380
ATTRIB,0,-6657244.582175559,-9340531.944386459,270
ATTRIB,0,-6657729.934193873,-9341339.963081328,720
ATTRIB,0,-6657729.928609463,-9341339.943095547,480
ATTRIB,0,-6656746.726270783,-9338750.192403697,380
ATTRIB,0,-6656746.726270783,-9338750.192403697,270
ATTRIB,0,-6658161.569834103,-9342143.446289536,720
ATTRIB,0,-6658161.56424969,-9342143.42630376,480
ATTRIB,0,-6657657.225343868,-9339409.48888344,380
ATTRIB,0,-6657657.225343868,-9339409.48888344,270
ATTRIB,0,-6657918.263326547,-9340343.704865921,380
ATTRIB,0,-6657918.263326547,-9340343.704865921,270
ATTRIB,0,-6657922.060799251,-9341286.279198342,720
ATTRIB,0,-6657922.055214839,-9341286.259212564,480
ATTRIB,0,-6657420.407421771,-9338561.952883157,380
ATTRIB,0,-6657420.407421771,-9338561.952883157,270
ATTRIB,0,-6661669.675078173,-9341295.276110697,720
ATTRIB,0,-6661669.695063949,-9341295.270526282,480
ATTRIB,0,-6662526.84216937,-9341055.767075848,720
ATTRIB,0,-6662526.862155142,-9341055.761491436,480
ATTRIB,0,-6664858.92698502,-9340282.718009561,720
ATTRIB,0,-6664858.921400604,-9340282.698023784,480
ATTRIB,0,-6653226.923524215,-9340647.400748947,380
ATTRIB,0,-6653226.923524215,-9340647.400748947,270
