comparison,paired_n,mean_time_saved_by_AA_s,median_time_saved_by_AA_s,AA_faster_n,AA_faster_pct,AA_equal_n,AA_slower_n
AA* vs Improved A*,17905,39.47015498464117,12.174999999999997,10073,56.25802848366378,7,7825
