method,occupant_name,exit_time_s,congestion_time_total_s,distance_m
Pathfinder Goto Any Exit,75368,256.325,165.6,0
Pathfinder Goto Any Exit,75369,205.55,88.35,0
Pathfinder Goto Any Exit,75370,239.075,131.675,0
Pathfinder Goto Any Exit,75371,237.075,140.825,0
Pathfinder Goto Any Exit,75372,150.7,50.825,0
Pathfinder Goto Any Exit,75373,199.975,119.425,0
Pathfinder Goto Any Exit,75374,108.975,12.7,0
Pathfinder Goto Any Exit,75375,275.125,164.225,0
Pathfinder Goto Any Exit,75376,293.2,172.25,0
Pathfinder Goto Any Exit,75377,284.05,221.05,0
Pathfinder Goto Any Exit,75378,253.475,102.825,0
Pathfinder Goto Any Exit,75379,276.5,164.35,0
Pathfinder Goto Any Exit,75380,157.075,59.35,0
Pathfinder Goto Any Exit,75381,295.05,151.675,0
Pathfinder Goto Any Exit,75382,281.8,192.5,0
Pathfinder Goto Any Exit,75383,259.325,148.975,0
Pathfinder Goto Any Exit,75384,159.15,36.725,0
Pathfinder Goto Any Exit,75385,219.35,136.375,0
Pathfinder Goto Any Exit,75386,111.2,12.2,0
Pathfinder Goto Any Exit,75387,127.575,19.575,0
Pathfinder Goto Any Exit,75388,133.25,30.775,0
Pathfinder Goto Any Exit,75389,176.25,73.6,0
Pathfinder Goto Any Exit,75390,177.85,63.675,0
Pathfinder Goto Any Exit,75391,271.525,186.475,0
Pathfinder Goto Any Exit,75392,238.875,135.875,0
Pathfinder Goto Any Exit,75393,132.425,30.4,0
Pathfinder Goto Any Exit,75394,309.5,149.875,0
Pathfinder Goto Any Exit,75395,223.4,112.425,0
Pathfinder Goto Any Exit,75396,173.25,81.925,0
Pathfinder Goto Any Exit,75397,218.05,87.0,0
Pathfinder Goto Any Exit,75398,358.375,308.05,0
Pathfinder Goto Any Exit,75399,149.35,37.25,0
Pathfinder Goto Any Exit,75400,126.5,23.725,0
Pathfinder Goto Any Exit,75401,182.875,44.7,0
Pathfinder Goto Any Exit,75402,279.125,209.0,0
Pathfinder Goto Any Exit,75403,162.675,61.125,0
Pathfinder Goto Any Exit,75404,253.925,128.55,0
Pathfinder Goto Any Exit,75405,131.975,35.625,0
Pathfinder Goto Any Exit,75406,128.125,25.8,0
Pathfinder Goto Any Exit,75407,235.95,118.675,0
Pathfinder Goto Any Exit,75408,257.725,156.1,0
Pathfinder Goto Any Exit,75409,129.375,31.475,0
Pathfinder Goto Any Exit,75410,277.55,100.4,0
Pathfinder Goto Any Exit,75411,303.95,169.175,0
Pathfinder Goto Any Exit,75412,290.625,185.775,0
Pathfinder Goto Any Exit,75413,188.15,48.65,0
Pathfinder Goto Any Exit,75414,301.7,186.925,0
Pathfinder Goto Any Exit,75415,277.325,182.125,0
Pathfinder Goto Any Exit,75416,183.875,80.325,0
Pathfinder Goto Any Exit,75417,238.625,156.225,0
Pathfinder Goto Any Exit,75418,275.5,167.55,0
Pathfinder Goto Any Exit,75419,99.65,9.35,0
Pathfinder Goto Any Exit,75420,267.675,111.35,0
Pathfinder Goto Any Exit,75421,281.125,166.775,0
Pathfinder Goto Any Exit,75422,165.2,54.45,0
Pathfinder Goto Any Exit,75423,136.525,34.0,0
Pathfinder Goto Any Exit,75424,189.6,102.725,0
Pathfinder Goto Any Exit,75425,146.275,62.4,0
Pathfinder Goto Any Exit,75426,267.775,178.625,0
Pathfinder Goto Any Exit,75427,217.35,75.1,0
Pathfinder Goto Any Exit,75428,131.1,44.3,0
Pathfinder Goto Any Exit,75429,90.0,6.7,0
Pathfinder Goto Any Exit,75430,204.825,64.0,0
Pathfinder Goto Any Exit,75431,105.75,18.7,0
Pathfinder Goto Any Exit,75432,284.425,211.75,0
Pathfinder Goto Any Exit,75433,220.225,146.9,0
Pathfinder Goto Any Exit,75434,145.6,46.525,0
Pathfinder Goto Any Exit,75435,260.0,93.625,0
Pathfinder Goto Any Exit,75436,149.625,39.9,0
Pathfinder Goto Any Exit,75437,293.575,163.3,0
Pathfinder Goto Any Exit,75438,236.35,103.35,0
Pathfinder Goto Any Exit,75439,165.775,43.575,0
Pathfinder Goto Any Exit,75440,123.1,22.025,0
Pathfinder Goto Any Exit,75441,302.0,183.3,0
Pathfinder Goto Any Exit,75442,320.875,262.125,0
Pathfinder Goto Any Exit,75443,153.125,47.35,0
Pathfinder Goto Any Exit,75444,270.55,110.75,0
Pathfinder Goto Any Exit,75445,271.1,200.625,0
Pathfinder Goto Any Exit,75446,249.025,97.55,0
Pathfinder Goto Any Exit,75447,183.6,91.125,0
Pathfinder Goto Any Exit,75448,197.5,110.5,0
Pathfinder Goto Any Exit,75449,314.15,172.325,0
Pathfinder Goto Any Exit,75450,304.575,180.725,0
Pathfinder Goto Any Exit,75451,255.1,155.3,0
Pathfinder Goto Any Exit,75452,287.825,128.825,0
Pathfinder Goto Any Exit,75453,199.1,84.975,0
Pathfinder Goto Any Exit,75454,113.375,12.75,0
Pathfinder Goto Any Exit,75455,193.9,112.2,0
Pathfinder Goto Any Exit,75456,101.45,14.65,0
Pathfinder Goto Any Exit,75457,228.675,80.45,0
Pathfinder Goto Any Exit,75458,130.625,28.225,0
Pathfinder Goto Any Exit,75459,249.7,137.95,0
Pathfinder Goto Any Exit,75460,306.875,176.225,0
Pathfinder Goto Any Exit,75461,118.525,15.95,0
Pathfinder Goto Any Exit,75462,266.025,177.775,0
Pathfinder Goto Any Exit,75463,109.75,17.525,0
Pathfinder Goto Any Exit,75464,283.65,166.425,0
Pathfinder Goto Any Exit,75465,150.525,46.525,0
Pathfinder Goto Any Exit,75466,297.725,167.325,0
Pathfinder Goto Any Exit,75467,344.55,295.8,0
Pathfinder Goto Any Exit,75468,155.125,41.775,0
Pathfinder Goto Any Exit,75469,263.025,59.9,0
Pathfinder Goto Any Exit,75470,327.0,271.5,0
Pathfinder Goto Any Exit,75471,177.5,64.7,0
Pathfinder Goto Any Exit,75472,248.225,134.25,0
Pathfinder Goto Any Exit,75473,308.8,205.75,0
Pathfinder Goto Any Exit,75474,208.7,83.25,0
Pathfinder Goto Any Exit,75475,185.425,50.65,0
Pathfinder Goto Any Exit,75476,290.25,168.95,0
Pathfinder Goto Any Exit,75477,136.45,25.45,0
Pathfinder Goto Any Exit,75478,215.3,106.775,0
Pathfinder Goto Any Exit,75479,316.9,184.65,0
Pathfinder Goto Any Exit,75480,225.125,118.875,0
Pathfinder Goto Any Exit,75481,123.625,29.625,0
Pathfinder Goto Any Exit,75482,175.825,72.625,0
Pathfinder Goto Any Exit,75483,101.8,6.65,0
Pathfinder Goto Any Exit,75484,270.775,179.6,0
Pathfinder Goto Any Exit,75485,157.45,41.45,0
Pathfinder Goto Any Exit,75486,178.525,81.45,0
Pathfinder Goto Any Exit,75487,114.85,12.35,0
Pathfinder Goto Any Exit,75488,210.425,99.225,0
Pathfinder Goto Any Exit,75489,168.4,48.975,0
Pathfinder Goto Any Exit,75490,198.25,97.025,0
Pathfinder Goto Any Exit,75491,102.675,8.875,0
Pathfinder Goto Any Exit,75492,200.15,85.45,0
Pathfinder Goto Any Exit,75493,291.8,162.75,0
Pathfinder Goto Any Exit,75494,282.2,165.95,0
Pathfinder Goto Any Exit,75495,200.6,98.775,0
Pathfinder Goto Any Exit,75496,204.075,99.25,0
Pathfinder Goto Any Exit,75497,197.775,125.2,0
Pathfinder Goto Any Exit,75498,156.05,65.375,0
Pathfinder Goto Any Exit,75499,304.325,191.4,0
Pathfinder Goto Any Exit,75500,229.225,87.6,0
Pathfinder Goto Any Exit,75501,190.75,89.825,0
Pathfinder Goto Any Exit,75502,307.55,252.4,0
Pathfinder Goto Any Exit,75503,137.55,39.15,0
Pathfinder Goto Any Exit,75504,222.325,124.3,0
Pathfinder Goto Any Exit,75505,94.725,0.175,0
Pathfinder Goto Any Exit,75506,226.925,93.475,0
Pathfinder Goto Any Exit,75507,187.275,95.4,0
Pathfinder Goto Any Exit,75508,248.8,124.2,0
Pathfinder Goto Any Exit,75509,294.25,238.9,0
Pathfinder Goto Any Exit,75510,321.4,253.025,0
Pathfinder Goto Any Exit,75511,269.025,109.8,0
Pathfinder Goto Any Exit,75512,121.95,18.325,0
Pathfinder Goto Any Exit,75513,228.75,108.2,0
Pathfinder Goto Any Exit,75514,100.975,3.45,0
Pathfinder Goto Any Exit,75515,155.25,55.45,0
Pathfinder Goto Any Exit,75516,95.8,12.15,0
Pathfinder Goto Any Exit,75517,90.175,7.375,0
Pathfinder Goto Any Exit,75518,96.575,2.35,0
Pathfinder Goto Any Exit,75519,96.55,3.375,0
Pathfinder Goto Any Exit,75520,158.625,38.125,0
Pathfinder Goto Any Exit,75521,110.8,5.425,0
Pathfinder Goto Any Exit,75522,117.725,10.1,0
Pathfinder Goto Any Exit,75523,248.525,108.0,0
Pathfinder Goto Any Exit,75524,164.575,68.7,0
Pathfinder Goto Any Exit,75525,280.075,126.975,0
Pathfinder Goto Any Exit,75526,294.85,238.575,0
Pathfinder Goto Any Exit,75527,131.125,29.125,0
Pathfinder Goto Any Exit,75528,266.45,159.925,0
Pathfinder Goto Any Exit,75529,199.45,117.425,0
Pathfinder Goto Any Exit,75530,223.225,126.25,0
Pathfinder Goto Any Exit,75531,205.15,127.525,0
Pathfinder Goto Any Exit,75532,274.775,208.5,0
Pathfinder Goto Any Exit,75533,100.9,2.125,0
Pathfinder Goto Any Exit,75534,236.2,110.025,0
Pathfinder Goto Any Exit,75535,127.025,26.4,0
Pathfinder Goto Any Exit,75536,309.15,184.725,0
Pathfinder Goto Any Exit,75537,275.075,125.7,0
Pathfinder Goto Any Exit,75538,253.075,141.325,0
Pathfinder Goto Any Exit,75539,104.775,11.0,0
Pathfinder Goto Any Exit,75540,95.375,9.625,0
Pathfinder Goto Any Exit,75541,236.3,123.025,0
Pathfinder Goto Any Exit,75542,208.05,135.65,0
Pathfinder Goto Any Exit,75543,170.55,64.3,0
Pathfinder Goto Any Exit,75544,106.225,2.7,0
Pathfinder Goto Any Exit,75545,239.1,92.775,0
Pathfinder Goto Any Exit,75546,277.6,153.175,0
Pathfinder Goto Any Exit,75547,125.65,23.0,0
Pathfinder Goto Any Exit,75548,176.25,88.625,0
Pathfinder Goto Any Exit,75549,115.0,13.4,0
Pathfinder Goto Any Exit,75550,84.05,2.2,0
Pathfinder Goto Any Exit,75551,162.825,60.25,0
Pathfinder Goto Any Exit,75552,158.2,61.125,0
Pathfinder Goto Any Exit,75553,221.55,123.95,0
Pathfinder Goto Any Exit,75554,224.375,146.625,0
Pathfinder Goto Any Exit,75555,180.925,53.9,0
Pathfinder Goto Any Exit,75556,350.575,299.8,0
Pathfinder Goto Any Exit,75557,297.025,184.075,0
Pathfinder Goto Any Exit,75558,363.625,292.1,0
Pathfinder Goto Any Exit,75559,273.775,105.675,0
Pathfinder Goto Any Exit,75560,150.825,57.1,0
Pathfinder Goto Any Exit,75561,87.525,2.975,0
Pathfinder Goto Any Exit,75562,253.75,137.15,0
Pathfinder Goto Any Exit,75563,218.175,66.575,0
Pathfinder Goto Any Exit,75564,112.2,14.825,0
Pathfinder Goto Any Exit,75565,214.175,87.55,0
Pathfinder Goto Any Exit,75566,256.025,89.75,0
Pathfinder Goto Any Exit,75567,186.7,50.25,0
Pathfinder Goto Any Exit,75568,264.9,113.325,0
Pathfinder Goto Any Exit,75569,234.1,98.425,0
Pathfinder Goto Any Exit,75570,315.625,164.85,0
Pathfinder Goto Any Exit,75571,223.775,81.2,0
Pathfinder Goto Any Exit,75572,280.725,179.65,0
Pathfinder Goto Any Exit,75573,303.125,169.35,0
Pathfinder Goto Any Exit,75574,270.45,195.05,0
Pathfinder Goto Any Exit,75575,320.95,267.65,0
Pathfinder Goto Any Exit,75576,197.5,97.35,0
Pathfinder Goto Any Exit,75577,306.525,185.775,0
Pathfinder Goto Any Exit,75578,168.3,44.475,0
Pathfinder Goto Any Exit,75579,128.15,20.475,0
Pathfinder Goto Any Exit,75580,318.175,266.2,0
Pathfinder Goto Any Exit,75581,169.1,81.525,0
Pathfinder Goto Any Exit,75582,296.9,167.25,0
Pathfinder Goto Any Exit,75583,255.025,125.525,0
Pathfinder Goto Any Exit,75584,165.6,65.325,0
Pathfinder Goto Any Exit,75585,293.9,186.05,0
Pathfinder Goto Any Exit,75586,274.175,169.275,0
Pathfinder Goto Any Exit,75587,220.7,98.425,0
Pathfinder Goto Any Exit,75588,156.9,35.25,0
Pathfinder Goto Any Exit,75589,312.975,254.75,0
Pathfinder Goto Any Exit,75590,204.025,87.925,0
Pathfinder Goto Any Exit,75591,167.675,70.325,0
Pathfinder Goto Any Exit,75592,207.55,88.75,0
Pathfinder Goto Any Exit,75593,270.0,164.925,0
Pathfinder Goto Any Exit,75594,246.15,129.975,0
Pathfinder Goto Any Exit,75595,152.075,48.8,0
Pathfinder Goto Any Exit,75596,214.975,127.5,0
Pathfinder Goto Any Exit,75597,311.6,254.45,0
Pathfinder Goto Any Exit,75598,286.125,185.7,0
Pathfinder Goto Any Exit,75599,192.4,90.0,0
Pathfinder Goto Any Exit,75600,103.725,15.625,0
Pathfinder Goto Any Exit,75601,311.1,166.05,0
Pathfinder Goto Any Exit,75602,228.0,105.8,0
Pathfinder Goto Any Exit,75603,176.7,83.8,0
Pathfinder Goto Any Exit,75604,144.55,50.3,0
Pathfinder Goto Any Exit,75605,139.8,39.275,0
Pathfinder Goto Any Exit,75606,190.975,72.8,0
Pathfinder Goto Any Exit,75607,129.175,26.35,0
Pathfinder Goto Any Exit,75608,250.85,150.15,0
Pathfinder Goto Any Exit,75609,190.025,81.15,0
Pathfinder Goto Any Exit,75610,205.675,89.6,0
Pathfinder Goto Any Exit,75611,258.45,126.325,0
Pathfinder Goto Any Exit,75612,155.95,38.75,0
Pathfinder Goto Any Exit,75613,107.775,13.45,0
Pathfinder Goto Any Exit,75614,218.35,141.1,0
Pathfinder Goto Any Exit,75615,167.9,70.225,0
Pathfinder Goto Any Exit,75616,182.975,92.325,0
Pathfinder Goto Any Exit,75617,317.875,188.225,0
Pathfinder Goto Any Exit,75618,163.15,62.75,0
Pathfinder Goto Any Exit,75619,286.05,87.075,0
Pathfinder Goto Any Exit,75620,191.525,59.675,0
Pathfinder Goto Any Exit,75621,181.35,60.675,0
Pathfinder Goto Any Exit,75622,229.975,135.225,0
Pathfinder Goto Any Exit,75623,214.325,107.875,0
Pathfinder Goto Any Exit,75624,129.55,35.7,0
Pathfinder Goto Any Exit,75625,180.35,78.85,0
Pathfinder Goto Any Exit,75626,124.0,21.9,0
Pathfinder Goto Any Exit,75627,263.9,145.4,0
Pathfinder Goto Any Exit,75628,82.0,0.175,0
Pathfinder Goto Any Exit,75629,121.475,19.425,0
Pathfinder Goto Any Exit,75630,209.575,105.475,0
Pathfinder Goto Any Exit,75631,247.05,155.075,0
Pathfinder Goto Any Exit,75632,303.2,185.875,0
Pathfinder Goto Any Exit,75633,291.325,151.525,0
Pathfinder Goto Any Exit,75634,180.3,50.65,0
Pathfinder Goto Any Exit,75635,252.05,142.75,0
Pathfinder Goto Any Exit,75636,182.325,81.6,0
Pathfinder Goto Any Exit,75637,84.2,2.675,0
Pathfinder Goto Any Exit,75638,258.475,140.675,0
Pathfinder Goto Any Exit,75639,227.4,117.05,0
Pathfinder Goto Any Exit,75640,235.025,170.575,0
Pathfinder Goto Any Exit,75641,302.0,193.75,0
Pathfinder Goto Any Exit,75642,323.55,274.175,0
Pathfinder Goto Any Exit,75643,290.7,175.1,0
Pathfinder Goto Any Exit,75644,284.65,147.15,0
Pathfinder Goto Any Exit,75645,88.4,9.025,0
Pathfinder Goto Any Exit,75646,265.625,135.55,0
Pathfinder Goto Any Exit,75647,221.575,110.75,0
Pathfinder Goto Any Exit,75648,303.975,179.7,0
Pathfinder Goto Any Exit,75649,286.225,170.175,0
Pathfinder Goto Any Exit,75650,189.8,67.975,0
Pathfinder Goto Any Exit,75651,220.875,100.1,0
Pathfinder Goto Any Exit,75652,253.075,183.7,0
Pathfinder Goto Any Exit,75653,230.225,99.675,0
Pathfinder Goto Any Exit,75654,111.375,13.725,0
Pathfinder Goto Any Exit,75655,279.725,183.175,0
Pathfinder Goto Any Exit,75656,224.8,150.675,0
Pathfinder Goto Any Exit,75657,258.8,157.6,0
Pathfinder Goto Any Exit,75658,171.75,62.65,0
Pathfinder Goto Any Exit,75659,244.925,90.475,0
Pathfinder Goto Any Exit,75660,169.575,59.125,0
Pathfinder Goto Any Exit,75661,268.175,165.5,0
Pathfinder Goto Any Exit,75662,111.975,19.775,0
Pathfinder Goto Any Exit,75663,95.25,3.075,0
Pathfinder Goto Any Exit,75664,193.425,79.6,0
Pathfinder Goto Any Exit,75665,275.425,177.025,0
Pathfinder Goto Any Exit,75666,310.225,196.175,0
Pathfinder Goto Any Exit,75667,208.1,100.175,0
Pathfinder Goto Any Exit,75668,354.95,300.975,0
Pathfinder Goto Any Exit,75669,265.15,152.175,0
Pathfinder Goto Any Exit,75670,245.425,134.725,0
Pathfinder Goto Any Exit,75671,183.875,91.9,0
Pathfinder Goto Any Exit,75672,120.5,24.325,0
Pathfinder Goto Any Exit,75673,207.325,130.75,0
Pathfinder Goto Any Exit,75674,313.65,187.025,0
Pathfinder Goto Any Exit,75675,245.975,127.275,0
Pathfinder Goto Any Exit,75676,208.0,91.075,0
Pathfinder Goto Any Exit,75677,63.575,0.6,0
Pathfinder Goto Any Exit,75678,86.625,0.8,0
Pathfinder Goto Any Exit,75679,220.375,100.55,0
Pathfinder Goto Any Exit,75680,81.875,4.775,0
Pathfinder Goto Any Exit,75681,149.05,50.375,0
Pathfinder Goto Any Exit,75682,287.9,170.55,0
Pathfinder Goto Any Exit,75683,283.75,151.175,0
Pathfinder Goto Any Exit,75684,191.125,80.175,0
Pathfinder Goto Any Exit,75685,311.5,196.3,0
Pathfinder Goto Any Exit,75686,158.7,68.85,0
Pathfinder Goto Any Exit,75687,203.575,80.375,0
Pathfinder Goto Any Exit,75688,103.825,5.05,0
Pathfinder Goto Any Exit,75689,200.225,70.75,0
Pathfinder Goto Any Exit,75690,104.0,14.45,0
Pathfinder Goto Any Exit,75691,225.725,84.875,0
Pathfinder Goto Any Exit,75692,276.5,175.0,0
Pathfinder Goto Any Exit,75693,243.9,186.425,0
Pathfinder Goto Any Exit,75694,240.25,126.7,0
Pathfinder Goto Any Exit,75695,232.625,159.8,0
Pathfinder Goto Any Exit,75696,102.325,5.175,0
Pathfinder Goto Any Exit,75697,328.175,266.25,0
Pathfinder Goto Any Exit,75698,282.9,169.9,0
Pathfinder Goto Any Exit,75699,214.6,81.05,0
Pathfinder Goto Any Exit,75700,111.925,5.15,0
Pathfinder Goto Any Exit,75701,156.475,54.7,0
Pathfinder Goto Any Exit,75702,236.9,112.425,0
Pathfinder Goto Any Exit,75703,322.475,265.975,0
Pathfinder Goto Any Exit,75704,217.075,92.6,0
Pathfinder Goto Any Exit,75705,190.25,53.625,0
Pathfinder Goto Any Exit,75706,93.7,1.95,0
Pathfinder Goto Any Exit,75707,282.175,165.675,0
Pathfinder Goto Any Exit,75708,130.15,26.45,0
Pathfinder Goto Any Exit,75709,97.925,14.875,0
Pathfinder Goto Any Exit,75710,206.9,98.475,0
Pathfinder Goto Any Exit,75711,151.2,58.225,0
Pathfinder Goto Any Exit,75712,353.675,299.375,0
Pathfinder Goto Any Exit,75713,310.475,258.775,0
Pathfinder Goto Any Exit,75714,167.1,80.675,0
Pathfinder Goto Any Exit,75715,247.425,175.075,0
Pathfinder Goto Any Exit,75716,309.275,179.75,0
Pathfinder Goto Any Exit,75717,144.2,35.175,0
Pathfinder Goto Any Exit,75718,204.7,94.625,0
Pathfinder Goto Any Exit,75719,122.225,17.45,0
Pathfinder Goto Any Exit,75720,124.575,29.025,0
Pathfinder Goto Any Exit,75721,276.6,173.9,0
Pathfinder Goto Any Exit,75722,93.15,6.975,0
Pathfinder Goto Any Exit,75723,81.175,0.175,0
Pathfinder Goto Any Exit,75724,220.525,98.025,0
Pathfinder Goto Any Exit,75725,123.2,26.2,0
Pathfinder Goto Any Exit,75726,225.575,105.7,0
Pathfinder Goto Any Exit,75727,255.525,160.15,0
Pathfinder Goto Any Exit,75728,179.825,100.175,0
Pathfinder Goto Any Exit,75729,106.375,14.375,0
Pathfinder Goto Any Exit,75730,260.1,142.375,0
Pathfinder Goto Any Exit,75731,219.9,105.525,0
Pathfinder Goto Any Exit,75732,102.625,10.525,0
Pathfinder Goto Any Exit,75733,172.875,74.8,0
Pathfinder Goto Any Exit,75734,119.575,16.5,0
Pathfinder Goto Any Exit,75735,120.0,14.35,0
Pathfinder Goto Any Exit,75736,203.525,128.175,0
Pathfinder Goto Any Exit,75737,240.15,174.125,0
Pathfinder Goto Any Exit,75738,238.975,175.7,0
Pathfinder Goto Any Exit,75739,171.25,69.6,0
Pathfinder Goto Any Exit,75740,114.45,17.7,0
Pathfinder Goto Any Exit,75741,148.5,38.175,0
Pathfinder Goto Any Exit,75742,297.0,177.775,0
Pathfinder Goto Any Exit,75743,231.575,123.4,0
Pathfinder Goto Any Exit,75744,241.0,126.225,0
Pathfinder Goto Any Exit,75745,316.625,188.95,0
Pathfinder Goto Any Exit,75746,176.825,75.65,0
Pathfinder Goto Any Exit,75747,247.7,159.475,0
Pathfinder Goto Any Exit,75748,230.475,95.625,0
Pathfinder Goto Any Exit,75749,221.7,131.675,0
Pathfinder Goto Any Exit,75750,342.125,286.175,0
Pathfinder Goto Any Exit,75751,227.025,132.275,0
Pathfinder Goto Any Exit,75752,297.925,190.05,0
Pathfinder Goto Any Exit,75753,341.1,285.35,0
Pathfinder Goto Any Exit,75754,289.375,187.175,0
Pathfinder Goto Any Exit,75755,314.35,195.2,0
Pathfinder Goto Any Exit,75756,160.775,57.125,0
Pathfinder Goto Any Exit,75757,163.65,60.75,0
Pathfinder Goto Any Exit,75758,287.6,191.8,0
Pathfinder Goto Any Exit,75759,307.15,180.6,0
Pathfinder Goto Any Exit,75760,219.45,83.525,0
Pathfinder Goto Any Exit,75761,294.65,178.7,0
Pathfinder Goto Any Exit,75762,135.25,35.75,0
Pathfinder Goto Any Exit,75763,249.025,164.975,0
Pathfinder Goto Any Exit,75764,129.25,29.25,0
Pathfinder Goto Any Exit,75765,337.85,281.6,0
Pathfinder Goto Any Exit,75766,174.8,90.175,0
Pathfinder Goto Any Exit,75767,177.375,81.2,0
Pathfinder Goto Any Exit,75768,80.45,5.25,0
Pathfinder Goto Any Exit,75769,121.25,23.8,0
Pathfinder Goto Any Exit,75770,236.625,142.825,0
Pathfinder Goto Any Exit,75771,139.725,50.825,0
Pathfinder Goto Any Exit,75772,147.75,63.4,0
Pathfinder Goto Any Exit,75773,264.375,152.975,0
Pathfinder Goto Any Exit,75774,289.525,196.2,0
Pathfinder Goto Any Exit,75775,153.425,54.175,0
Pathfinder Goto Any Exit,75776,268.35,160.075,0
Pathfinder Goto Any Exit,75777,188.25,76.525,0
Pathfinder Goto Any Exit,75778,303.975,193.625,0
Pathfinder Goto Any Exit,75779,176.8,97.875,0
Pathfinder Goto Any Exit,75780,270.45,180.125,0
Pathfinder Goto Any Exit,75781,156.575,37.9,0
Pathfinder Goto Any Exit,75782,242.625,158.375,0
Pathfinder Goto Any Exit,75783,237.1,84.325,0
Pathfinder Goto Any Exit,75784,167.85,66.275,0
Pathfinder Goto Any Exit,75785,295.3,236.2,0
Pathfinder Goto Any Exit,75786,211.175,102.4,0
Pathfinder Goto Any Exit,75787,275.875,186.7,0
Pathfinder Goto Any Exit,75788,229.6,135.775,0
Pathfinder Goto Any Exit,75789,149.95,45.25,0
Pathfinder Goto Any Exit,75790,222.125,124.475,0
Pathfinder Goto Any Exit,75791,187.775,64.925,0
Pathfinder Goto Any Exit,75792,131.625,55.2,0
Pathfinder Goto Any Exit,75793,182.175,46.125,0
Pathfinder Goto Any Exit,75794,233.375,112.325,0
Pathfinder Goto Any Exit,75795,130.85,47.2,0
Pathfinder Goto Any Exit,75796,152.975,49.075,0
Pathfinder Goto Any Exit,75797,220.05,118.175,0
Pathfinder Goto Any Exit,75798,206.125,42.5,0
Pathfinder Goto Any Exit,75799,265.8,161.625,0
Pathfinder Goto Any Exit,75800,166.925,73.175,0
Pathfinder Goto Any Exit,75801,172.75,56.65,0
Pathfinder Goto Any Exit,75802,222.775,121.2,0
Pathfinder Goto Any Exit,75803,242.225,111.625,0
Pathfinder Goto Any Exit,75804,91.275,3.525,0
Pathfinder Goto Any Exit,75805,184.525,89.775,0
Pathfinder Goto Any Exit,75806,181.325,90.725,0
Pathfinder Goto Any Exit,75807,211.5,114.75,0
Pathfinder Goto Any Exit,75808,231.625,137.425,0
Pathfinder Goto Any Exit,75809,233.75,104.55,0
Pathfinder Goto Any Exit,75810,253.075,132.425,0
Pathfinder Goto Any Exit,75811,255.425,166.85,0
Pathfinder Goto Any Exit,75812,289.725,140.925,0
Pathfinder Goto Any Exit,75813,203.9,103.85,0
Pathfinder Goto Any Exit,75814,260.95,145.6,0
Pathfinder Goto Any Exit,75815,100.3,28.95,0
Pathfinder Goto Any Exit,75816,246.9,159.6,0
Pathfinder Goto Any Exit,75817,195.725,88.2,0
Pathfinder Goto Any Exit,75818,287.8,143.5,0
Pathfinder Goto Any Exit,75819,307.8,170.825,0
Pathfinder Goto Any Exit,75820,277.2,177.275,0
Pathfinder Goto Any Exit,75821,315.025,162.575,0
Pathfinder Goto Any Exit,75822,317.925,223.8,0
Pathfinder Goto Any Exit,75823,152.125,46.65,0
Pathfinder Goto Any Exit,75824,100.9,19.75,0
Pathfinder Goto Any Exit,75825,281.8,157.725,0
Pathfinder Goto Any Exit,75826,201.4,81.4,0
Pathfinder Goto Any Exit,75827,260.775,108.15,0
Pathfinder Goto Any Exit,75828,216.725,130.55,0
Pathfinder Goto Any Exit,75829,218.6,132.55,0
Pathfinder Goto Any Exit,75830,135.1,48.825,0
Pathfinder Goto Any Exit,75831,163.15,51.95,0
Pathfinder Goto Any Exit,75832,167.35,76.3,0
Pathfinder Goto Any Exit,75833,96.1,25.7,0
Pathfinder Goto Any Exit,75834,170.325,68.775,0
Pathfinder Goto Any Exit,75835,246.075,143.05,0
Pathfinder Goto Any Exit,75836,197.175,91.875,0
Pathfinder Goto Any Exit,75837,258.575,129.625,0
Pathfinder Goto Any Exit,75838,130.65,43.675,0
Pathfinder Goto Any Exit,75839,116.15,28.825,0
Pathfinder Goto Any Exit,75840,289.375,174.05,0
Pathfinder Goto Any Exit,75841,171.975,86.8,0
Pathfinder Goto Any Exit,75842,293.975,167.6,0
Pathfinder Goto Any Exit,75843,159.45,55.575,0
Pathfinder Goto Any Exit,75844,123.15,23.4,0
Pathfinder Goto Any Exit,75845,78.275,1.9,0
Pathfinder Goto Any Exit,75846,251.625,156.05,0
Pathfinder Goto Any Exit,75847,216.0,115.1,0
Pathfinder Goto Any Exit,75848,231.45,121.6,0
Pathfinder Goto Any Exit,75849,215.975,120.35,0
Pathfinder Goto Any Exit,75850,284.4,146.15,0
Pathfinder Goto Any Exit,75851,254.05,164.525,0
Pathfinder Goto Any Exit,75852,241.275,119.425,0
Pathfinder Goto Any Exit,75853,240.025,119.5,0
Pathfinder Goto Any Exit,75854,277.1,130.4,0
Pathfinder Goto Any Exit,75855,201.775,106.2,0
Pathfinder Goto Any Exit,75856,234.35,148.025,0
Pathfinder Goto Any Exit,75857,142.65,41.025,0
Pathfinder Goto Any Exit,75858,172.95,61.8,0
Pathfinder Goto Any Exit,75859,199.325,91.125,0
Pathfinder Goto Any Exit,75860,146.225,30.675,0
Pathfinder Goto Any Exit,75861,214.975,113.0,0
Pathfinder Goto Any Exit,75862,257.125,155.925,0
Pathfinder Goto Any Exit,75863,139.525,38.025,0
Pathfinder Goto Any Exit,75864,167.325,78.025,0
Pathfinder Goto Any Exit,75865,182.275,88.825,0
