method,occupant_name,exit_time_s,congestion_time_total_s,distance_m
Improved A*,6876,12.6,0.175,0
Improved A*,6877,38.125,0.175,0
Improved A*,6878,42.025,0.175,0
Improved A*,6879,36.925,0.175,0
Improved A*,6881,34.8,0.175,0
Improved A*,6882,39.55,0.175,0
Improved A*,6883,27.825,0.175,0
Improved A*,6884,51.875,0.175,0
Improved A*,6885,10.975,0.175,0
Improved A*,6887,33.775,0.175,0
Improved A*,6888,29.5,0.175,0
Improved A*,6889,55.925,0.175,0
Improved A*,6891,47.125,0.175,0
Improved A*,6892,45.5,0.175,0
Improved A*,6893,30.875,0.175,0
Improved A*,27567,14.375,0.15,0
Improved A*,27568,54.075,5.1,0
Improved A*,27569,66.525,0.15,0
Improved A*,27570,45.55,0.15,0
Improved A*,27571,50.425,13.5,0
Improved A*,27572,63.6,17.6,0
Improved A*,27573,28.35,0.15,0
Improved A*,27574,32.875,0.15,0
Improved A*,27575,58.125,0.175,0
Improved A*,27576,49.35,0.15,0
Improved A*,27577,16.525,0.2,0
Improved A*,27578,58.975,9.8,0
Improved A*,27579,31.875,0.15,0
Improved A*,27580,60.025,11.575,0
Improved A*,27581,37.275,0.15,0
Improved A*,27582,39.95,2.225,0
Improved A*,27583,39.075,11.2,0
Improved A*,27584,43.025,0.15,0
Improved A*,27585,27.3,0.175,0
Improved A*,27586,35.225,0.875,0
Improved A*,27587,42.575,0.15,0
Improved A*,27588,50.925,1.9,0
Improved A*,27589,57.275,6.0,0
Improved A*,27590,23.25,0.15,0
Improved A*,27591,46.725,3.275,0
Improved A*,27592,26.675,0.15,0
Improved A*,27593,40.875,0.2,0
Improved A*,27594,33.8,8.3,0
Improved A*,27595,36.25,0.175,0
Improved A*,27596,28.175,3.2,0
Improved A*,27597,46.525,0.15,0
Improved A*,27598,43.125,0.15,0
Improved A*,27599,29.375,0.95,0
Improved A*,27600,21.85,0.15,0
Improved A*,27601,64.95,15.15,0
Improved A*,27602,46.6,10.625,0
Improved A*,27603,44.575,10.6,0
Improved A*,27604,57.8,12.025,0
Improved A*,27605,41.85,0.15,0
Improved A*,27606,29.975,0.15,0
Improved A*,27607,34.95,2.275,0
Improved A*,27608,17.3,0.2,0
Improved A*,27609,47.975,0.425,0
Improved A*,27610,23.125,0.15,0
Improved A*,27611,36.05,6.425,0
Improved A*,27612,34.375,8.55,0
Improved A*,27613,65.25,22.025,0
Improved A*,27614,20.85,0.15,0
Improved A*,27615,41.6,0.15,0
Improved A*,27616,56.575,12.525,0
Improved A*,27617,56.275,14.575,0
Improved A*,27618,17.8,0.2,0
Improved A*,27619,52.525,0.15,0
Improved A*,27620,58.55,13.325,0
Improved A*,27621,20.0,0.15,0
Improved A*,27622,47.575,3.725,0
Improved A*,27623,40.675,0.15,0
Improved A*,27624,53.425,8.775,0
Improved A*,27625,53.175,0.15,0
Improved A*,27626,51.35,0.15,0
Improved A*,27627,62.025,0.15,0
Improved A*,27628,24.2,0.15,0
Improved A*,27629,48.525,3.15,0
Improved A*,27630,45.925,17.5,0
Improved A*,27631,61.275,0.15,0
Improved A*,27632,60.2,0.15,0
Improved A*,27633,63.1,16.625,0
Improved A*,27634,37.975,2.725,0
Improved A*,27635,47.5,0.15,0
Improved A*,27636,18.75,0.275,0
Improved A*,27637,37.175,0.15,0
Improved A*,27638,69.225,0.15,0
Improved A*,27639,30.425,0.15,0
Improved A*,27640,59.85,0.375,0
Improved A*,27641,54.025,0.15,0
Improved A*,27642,55.275,5.425,0
Improved A*,27643,49.0,20.525,0
Improved A*,27644,38.75,0.15,0
Improved A*,27645,31.575,0.15,0
Improved A*,27646,62.175,18.75,0
Improved A*,27647,51.475,0.15,0
Improved A*,27648,52.55,0.15,0
Improved A*,27649,68.1,0.15,0
Improved A*,27650,44.225,13.725,0
Improved A*,27651,40.9,3.575,0
Improved A*,27652,62.775,24.3,0
Improved A*,27653,20.9,1.25,0
Improved A*,27654,64.125,0.15,0
Improved A*,27655,52.175,20.325,0
Improved A*,27656,37.2,0.15,0
Improved A*,27657,36.75,4.9,0
Improved A*,27658,55.425,0.5,0
Improved A*,27659,49.65,0.15,0
Improved A*,27660,54.325,0.275,0
Improved A*,27661,54.675,25.875,0
Improved A*,27662,26.0,0.15,0
Improved A*,27663,67.65,23.725,0
Improved A*,27664,65.775,33.175,0
Improved A*,27665,43.75,5.4,0
Improved A*,27666,56.15,6.475,0
Improved A*,27667,60.075,10.35,0
Improved A*,27668,38.25,0.15,0
Improved A*,27669,38.325,5.65,0
Improved A*,27670,21.7,0.15,0
Improved A*,27671,51.425,3.025,0
Improved A*,27672,41.8,0.15,0
Improved A*,27673,40.8,12.3,0
Improved A*,27674,19.625,0.15,0
Improved A*,27675,25.3,0.15,0
Improved A*,27676,31.825,5.425,0
Improved A*,27677,33.975,0.15,0
Improved A*,27678,49.5,9.725,0
Improved A*,27848,29.6,0.175,0
Improved A*,27849,96.25,25.125,0
Improved A*,27850,79.725,0.175,0
Improved A*,27851,13.4,0.175,0
Improved A*,27852,27.825,0.175,0
Improved A*,27853,33.725,0.175,0
Improved A*,27854,27.775,0.175,0
Improved A*,27855,75.675,5.225,0
Improved A*,27856,38.3,0.175,0
Improved A*,27857,45.375,2.5,0
Improved A*,27858,27.25,0.175,0
Improved A*,27859,68.375,10.6,0
Improved A*,27860,73.75,6.5,0
Improved A*,27861,89.725,3.2,0
Improved A*,27862,72.75,7.9,0
Improved A*,27863,52.2,0.175,0
Improved A*,27864,56.225,0.175,0
Improved A*,27865,41.425,0.175,0
Improved A*,27866,22.025,0.175,0
Improved A*,27867,47.175,5.3,0
Improved A*,27868,63.775,7.45,0
Improved A*,27869,39.025,0.175,0
Improved A*,27870,75.7,3.45,0
Improved A*,27871,36.125,0.175,0
Improved A*,27872,62.95,2.725,0
Improved A*,27873,31.075,0.925,0
Improved A*,27874,30.35,0.175,0
Improved A*,27875,36.225,0.175,0
Improved A*,27876,42.175,0.975,0
Improved A*,27877,41.7,0.175,0
Improved A*,27878,38.975,0.175,0
Improved A*,27879,60.875,0.175,0
Improved A*,27880,46.4,0.55,0
Improved A*,27881,76.9,10.925,0
Improved A*,27882,41.0,0.175,0
Improved A*,27883,64.25,0.175,0
Improved A*,27884,82.975,0.175,0
Improved A*,27885,61.975,0.175,0
Improved A*,27886,26.25,0.175,0
Improved A*,27887,17.925,0.175,0
Improved A*,27888,23.025,0.7,0
Improved A*,27889,34.125,0.175,0
Improved A*,27890,58.875,0.175,0
Improved A*,27891,23.65,0.175,0
Improved A*,27892,40.025,0.175,0
Improved A*,27893,47.55,3.725,0
Improved A*,27894,101.0,24.075,0
Improved A*,27895,46.65,3.325,0
Improved A*,27896,58.025,0.175,0
Improved A*,27897,49.0,0.425,0
Improved A*,27898,32.9,0.175,0
Improved A*,27899,79.825,0.175,0
Improved A*,27900,36.625,0.175,0
Improved A*,27901,47.275,0.175,0
Improved A*,27902,49.925,0.175,0
Improved A*,27903,35.25,0.175,0
Improved A*,27904,74.975,4.8,0
Improved A*,27905,23.7,0.175,0
Improved A*,27906,39.85,0.175,0
Improved A*,27907,50.525,0.175,0
Improved A*,27908,57.85,0.175,0
Improved A*,27909,75.95,0.175,0
Improved A*,27910,18.75,0.175,0
Improved A*,27911,49.3,1.25,0
Improved A*,27912,59.9,0.175,0
Improved A*,27913,25.65,0.175,0
Improved A*,27914,15.825,0.175,0
Improved A*,27915,66.85,0.175,0
Improved A*,27916,37.225,0.175,0
Improved A*,27917,5.125,0.175,0
Improved A*,27918,56.425,8.025,0
Improved A*,27919,57.325,5.3,0
Improved A*,27920,47.6,0.175,0
Improved A*,27921,59.05,3.2,0
Improved A*,27922,26.975,0.175,0
Improved A*,27923,79.6,1.15,0
Improved A*,27924,89.0,2.175,0
Improved A*,27925,55.3,0.175,0
Improved A*,27926,142.725,64.325,0
Improved A*,27927,24.025,0.175,0
Improved A*,27928,25.375,0.175,0
Improved A*,27929,53.75,0.175,0
Improved A*,27930,42.825,0.175,0
Improved A*,27931,21.35,0.175,0
Improved A*,27932,23.725,0.175,0
Improved A*,27933,15.025,0.175,0
Improved A*,27934,46.8,0.175,0
Improved A*,27935,46.9,0.175,0
Improved A*,27936,31.3,0.175,0
Improved A*,27937,54.375,11.75,0
Improved A*,27938,43.2,0.275,0
Improved A*,27939,81.675,0.175,0
Improved A*,27940,22.825,0.175,0
Improved A*,27941,88.325,0.175,0
Improved A*,27942,27.15,0.175,0
Improved A*,27943,16.725,0.175,0
Improved A*,27944,49.85,3.025,0
Improved A*,27945,24.375,0.175,0
Improved A*,27946,51.625,2.725,0
Improved A*,27947,39.85,0.175,0
Improved A*,27948,59.45,0.175,0
Improved A*,27949,12.7,0.175,0
Improved A*,27950,37.6,0.175,0
Improved A*,27951,22.05,0.175,0
Improved A*,27952,50.5,6.55,0
Improved A*,27953,81.95,1.1,0
Improved A*,27954,48.825,0.175,0
Improved A*,27955,45.775,0.175,0
Improved A*,27956,61.5,0.175,0
Improved A*,27957,48.875,5.425,0
Improved A*,27958,85.625,0.175,0
Improved A*,27959,48.475,0.275,0
Improved A*,27960,30.35,0.55,0
Improved A*,27961,35.35,0.175,0
Improved A*,27962,46.225,0.175,0
Improved A*,27963,24.125,0.175,0
Improved A*,27964,45.625,0.175,0
Improved A*,27965,45.1,0.525,0
Improved A*,27966,30.5,0.175,0
Improved A*,27967,68.275,0.175,0
Improved A*,27968,54.4,1.95,0
Improved A*,27969,49.875,1.375,0
Improved A*,27970,71.625,3.8,0
Improved A*,27971,62.05,0.275,0
Improved A*,27972,62.1,0.175,0
Improved A*,27973,20.625,0.175,0
Improved A*,27974,70.175,0.175,0
Improved A*,27975,55.15,6.525,0
Improved A*,27976,88.025,15.125,0
Improved A*,27977,50.95,0.175,0
Improved A*,27978,79.15,2.65,0
Improved A*,27979,8.05,0.175,0
Improved A*,27980,60.0,2.075,0
Improved A*,27981,11.0,0.175,0
Improved A*,27982,62.325,7.2,0
Improved A*,27983,59.725,0.175,0
Improved A*,27984,72.525,6.6,0
Improved A*,27985,24.3,0.175,0
Improved A*,27986,49.925,4.325,0
Improved A*,27987,84.1,2.4,0
Improved A*,27988,6.1,0.425,0
Improved A*,27989,42.9,0.175,0
Improved A*,27990,60.475,3.95,0
Improved A*,27991,78.0,0.175,0
Improved A*,27992,38.175,0.175,0
Improved A*,27993,57.025,0.175,0
Improved A*,27994,22.4,1.475,0
Improved A*,27995,36.95,0.175,0
Improved A*,27996,23.375,0.175,0
Improved A*,27997,26.125,0.175,0
Improved A*,27998,34.25,0.175,0
Improved A*,27999,45.4,3.375,0
Improved A*,28000,58.275,0.175,0
Improved A*,28001,40.45,0.55,0
Improved A*,28002,26.1,0.175,0
Improved A*,28003,30.15,0.3,0
Improved A*,28004,37.15,0.175,0
Improved A*,28005,25.2,0.175,0
Improved A*,28006,35.725,0.175,0
Improved A*,28007,52.7,0.175,0
Improved A*,28008,29.025,0.175,0
Improved A*,28009,28.625,0.175,0
Improved A*,28010,86.8,4.875,0
Improved A*,28011,84.825,0.5,0
Improved A*,28012,35.4,0.175,0
Improved A*,28013,99.625,19.2,0
Improved A*,28014,9.75,0.175,0
Improved A*,28015,85.25,13.025,0
Improved A*,28016,66.85,1.65,0
Improved A*,28017,38.125,0.175,0
Improved A*,28018,65.5,0.175,0
Improved A*,28019,58.775,0.175,0
Improved A*,28020,20.7,0.175,0
Improved A*,28021,66.075,7.725,0
Improved A*,28022,26.2,0.175,0
Improved A*,28023,51.75,0.175,0
Improved A*,28024,17.925,0.25,0
Improved A*,28025,18.6,0.175,0
Improved A*,28026,52.075,0.175,0
Improved A*,28027,73.075,0.175,0
Improved A*,28028,77.5,0.175,0
Improved A*,28029,29.475,0.175,0
Improved A*,28030,64.475,3.925,0
Improved A*,28031,38.0,5.675,0
Improved A*,28032,70.2,0.175,0
Improved A*,28033,28.775,0.175,0
Improved A*,28034,49.15,5.95,0
Improved A*,28035,65.15,7.0,0
Improved A*,28036,56.2,0.175,0
Improved A*,28037,58.175,9.075,0
Improved A*,28038,51.825,4.775,0
Improved A*,28039,76.4,0.175,0
Improved A*,28040,32.45,0.175,0
Improved A*,28041,26.575,0.275,0
Improved A*,28042,61.225,10.725,0
Improved A*,28043,9.95,0.175,0
Improved A*,28044,21.825,0.175,0
Improved A*,28045,51.175,7.55,0
Improved A*,28046,94.3,4.8,0
Improved A*,28047,56.9,0.175,0
Improved A*,28048,33.275,0.175,0
Improved A*,28049,17.125,0.175,0
Improved A*,28050,88.25,16.875,0
Improved A*,28051,57.55,4.625,0
Improved A*,28052,19.85,0.175,0
Improved A*,28053,93.475,12.925,0
Improved A*,28054,19.275,0.175,0
Improved A*,28055,41.35,0.175,0
Improved A*,28056,28.15,0.175,0
Improved A*,28057,24.4,0.175,0
Improved A*,28058,40.525,1.675,0
Improved A*,28059,44.4,0.175,0
Improved A*,28060,19.65,0.175,0
Improved A*,28061,74.1,3.9,0
Improved A*,28062,44.875,0.175,0
Improved A*,28063,44.275,6.575,0
Improved A*,28064,51.05,3.275,0
Improved A*,28065,26.95,0.175,0
Improved A*,28066,31.8,0.275,0
Improved A*,28067,83.8,0.175,0
Improved A*,28068,25.85,0.3,0
Improved A*,28069,22.825,0.175,0
Improved A*,28070,47.9,0.175,0
Improved A*,28071,88.05,8.25,0
Improved A*,28072,16.325,0.175,0
Improved A*,28073,36.15,0.175,0
Improved A*,28074,50.25,0.175,0
Improved A*,28075,45.75,0.175,0
Improved A*,28076,56.275,0.175,0
Improved A*,28077,65.2,3.075,0
Improved A*,28078,20.1,0.175,0
Improved A*,28079,20.775,0.525,0
Improved A*,28080,26.65,0.325,0
Improved A*,28081,80.525,17.275,0
Improved A*,28082,32.3,0.175,0
Improved A*,28083,35.975,2.4,0
Improved A*,28084,33.2,0.175,0
Improved A*,28085,43.375,0.175,0
Improved A*,28086,27.6,0.175,0
Improved A*,28087,80.35,4.15,0
Improved A*,28088,47.55,0.55,0
Improved A*,28089,33.175,0.175,0
Improved A*,28090,44.675,0.175,0
Improved A*,28091,25.275,0.175,0
Improved A*,28092,34.8,0.175,0
Improved A*,28093,17.075,0.175,0
Improved A*,28094,51.6,1.425,0
Improved A*,28095,39.0,0.175,0
Improved A*,28096,78.05,0.175,0
Improved A*,28097,48.025,0.25,0
Improved A*,28098,67.175,0.175,0
Improved A*,28099,44.025,1.6,0
Improved A*,28100,16.925,0.175,0
Improved A*,28101,43.65,0.175,0
Improved A*,28102,70.925,2.4,0
Improved A*,28103,20.575,0.175,0
Improved A*,28104,23.425,0.25,0
Improved A*,28105,43.75,8.55,0
Improved A*,28106,35.275,0.175,0
Improved A*,28107,11.325,0.175,0
Improved A*,28108,42.05,0.175,0
Improved A*,28109,17.525,0.175,0
Improved A*,28110,34.35,0.275,0
Improved A*,28111,70.775,0.175,0
Improved A*,28112,23.275,0.175,0
Improved A*,28113,27.6,0.175,0
Improved A*,28114,83.475,0.175,0
Improved A*,28115,53.775,0.175,0
Improved A*,28116,49.3,1.625,0
Improved A*,28117,39.675,0.175,0
Improved A*,28118,75.35,1.075,0
Improved A*,28119,14.475,0.175,0
Improved A*,28120,40.55,0.175,0
Improved A*,28121,63.65,0.175,0
Improved A*,28122,64.5,3.85,0
Improved A*,28123,14.775,0.175,0
Improved A*,28124,38.75,0.175,0
Improved A*,28125,55.675,0.275,0
Improved A*,28126,30.275,0.175,0
Improved A*,28127,41.7,0.175,0
Improved A*,28128,10.45,0.175,0
Improved A*,28129,57.75,0.7,0
Improved A*,28130,69.15,0.175,0
Improved A*,28131,60.05,4.3,0
Improved A*,28132,21.55,0.675,0
Improved A*,28133,73.275,6.15,0
Improved A*,28134,33.35,0.175,0
Improved A*,28135,21.05,0.175,0
Improved A*,28136,64.675,0.175,0
Improved A*,28137,19.45,0.175,0
Improved A*,28138,49.475,0.175,0
Improved A*,28139,45.925,2.425,0
Improved A*,28140,50.425,0.175,0
Improved A*,28141,90.625,13.275,0
Improved A*,28142,25.25,0.175,0
Improved A*,28143,19.75,0.175,0
Improved A*,28144,55.625,0.425,0
Improved A*,28145,28.5,0.175,0
Improved A*,28146,10.8,0.175,0
Improved A*,28147,80.875,0.175,0
Improved A*,28148,32.875,0.175,0
Improved A*,28149,37.875,0.275,0
Improved A*,28150,42.75,0.175,0
Improved A*,28151,40.75,0.175,0
Improved A*,28152,30.3,0.175,0
Improved A*,28153,63.5,4.6,0
Improved A*,28154,34.45,0.175,0
Improved A*,28155,36.675,0.175,0
Improved A*,28156,73.25,13.75,0
Improved A*,28157,41.7,6.325,0
Improved A*,28158,36.65,0.175,0
Improved A*,28159,63.0,1.8,0
Improved A*,28160,40.45,0.375,0
Improved A*,28161,10.6,0.175,0
Improved A*,28162,35.15,0.175,0
Improved A*,28163,72.325,0.175,0
Improved A*,28164,42.725,0.175,0
Improved A*,28165,65.375,2.4,0
Improved A*,28166,45.325,2.875,0
Improved A*,28167,53.3,0.175,0
Improved A*,28168,31.575,0.175,0
Improved A*,28169,38.875,0.175,0
Improved A*,28170,29.075,0.175,0
Improved A*,28171,27.5,0.275,0
Improved A*,28172,24.725,0.175,0
Improved A*,28173,58.3,0.175,0
Improved A*,28174,18.95,0.175,0
Improved A*,28175,13.725,0.175,0
Improved A*,28176,31.3,0.175,0
Improved A*,28177,31.8,0.175,0
Improved A*,28178,92.625,3.9,0
Improved A*,28179,47.4,0.175,0
Improved A*,28180,77.45,2.1,0
Improved A*,28181,20.95,0.175,0
Improved A*,28182,55.85,0.175,0
Improved A*,28183,66.15,0.175,0
Improved A*,28184,95.375,11.35,0
Improved A*,28185,52.525,1.8,0
Improved A*,28186,44.325,1.3,0
Improved A*,28187,48.5,3.225,0
Improved A*,28188,44.65,0.175,0
Improved A*,28189,96.95,16.35,0
Improved A*,28190,17.95,0.175,0
Improved A*,28191,48.425,0.175,0
Improved A*,28192,37.35,0.175,0
Improved A*,28193,54.8,1.7,0
Improved A*,28194,25.875,0.175,0
Improved A*,28195,42.55,0.175,0
Improved A*,28196,68.15,0.175,0
Improved A*,28197,68.225,9.55,0
Improved A*,1745,291.6,153.05,0
Improved A*,1746,93.825,15.7,0
Improved A*,1747,181.4,47.55,0
Improved A*,1748,64.55,0.175,0
Improved A*,1749,300.575,188.55,0
Improved A*,1750,80.075,0.175,0
Improved A*,1751,73.0,0.175,0
Improved A*,1752,66.7,0.175,0
Improved A*,1753,84.95,0.275,0
Improved A*,1754,83.025,0.175,0
Improved A*,1755,209.825,74.775,0
Improved A*,1756,105.95,0.175,0
Improved A*,1757,99.1,0.175,0
Improved A*,1758,75.1,0.175,0
Improved A*,1759,89.4,0.175,0
Improved A*,1760,162.75,69.075,0
Improved A*,1761,102.075,0.175,0
Improved A*,1762,111.125,9.45,0
Improved A*,1763,95.95,6.075,0
Improved A*,1764,106.925,0.175,0
Improved A*,1765,102.325,0.175,0
Improved A*,1766,258.575,118.275,0
Improved A*,1767,240.425,122.175,0
Improved A*,1768,131.925,37.8,0
Improved A*,1769,196.325,67.175,0
Improved A*,1770,269.3,151.95,0
Improved A*,1771,68.675,0.175,0
Improved A*,1772,68.65,0.175,0
Improved A*,1773,284.175,182.1,0
Improved A*,1774,295.425,187.375,0
Improved A*,1775,75.225,0.175,0
Improved A*,1776,155.3,38.35,0
Improved A*,1777,66.825,0.175,0
Improved A*,1778,76.05,7.85,0
Improved A*,1779,109.975,0.175,0
Improved A*,1780,293.5,160.1,0
Improved A*,1781,87.2,0.175,0
Improved A*,1782,82.225,2.5,0
Improved A*,1783,74.1,0.175,0
Improved A*,1784,287.375,153.725,0
Improved A*,1785,71.0,0.175,0
Improved A*,1786,86.25,0.175,0
Improved A*,54944,175.5,45.9,0
Improved A*,54945,377.225,282.35,0
Improved A*,54946,190.525,81.575,0
Improved A*,54947,230.575,107.925,0
Improved A*,54948,175.2,70.725,0
Improved A*,54949,179.65,47.725,0
Improved A*,54950,281.0,156.15,0
Improved A*,54951,260.375,127.1,0
Improved A*,54952,202.625,88.525,0
Improved A*,54953,172.475,62.675,0
Improved A*,54954,286.075,152.9,0
Improved A*,54955,291.45,168.025,0
Improved A*,54956,188.2,39.9,0
Improved A*,54957,191.175,88.65,0
Improved A*,54958,174.65,69.225,0
Improved A*,54959,293.9,157.5,0
Improved A*,54960,171.075,65.6,0
Improved A*,54961,176.85,69.25,0
Improved A*,54962,161.85,56.925,0
Improved A*,54963,153.575,46.425,0
Improved A*,54964,182.8,47.675,0
Improved A*,54965,209.4,100.225,0
Improved A*,54966,212.175,94.2,0
Improved A*,54967,195.525,86.875,0
Improved A*,54968,209.225,92.7,0
Improved A*,54969,240.2,113.1,0
Improved A*,54970,166.65,60.475,0
Improved A*,54971,189.9,85.275,0
Improved A*,54972,242.25,95.175,0
Improved A*,54973,297.775,190.575,0
Improved A*,54974,208.275,74.925,0
Improved A*,54975,219.95,101.875,0
Improved A*,54976,211.1,81.1,0
Improved A*,54977,144.325,53.75,0
Improved A*,54978,208.3,117.4,0
Improved A*,54979,145.925,42.15,0
Improved A*,54980,180.45,76.25,0
Improved A*,54981,131.075,35.45,0
Improved A*,54982,148.875,49.9,0
Improved A*,54983,70.675,0.15,0
Improved A*,54984,173.6,72.85,0
Improved A*,54985,80.95,4.3,0
Improved A*,54986,134.0,45.275,0
Improved A*,54987,155.65,50.25,0
Improved A*,54988,73.45,0.15,0
Improved A*,54989,103.275,4.15,0
Improved A*,54990,141.875,47.975,0
Improved A*,54991,100.2,6.5,0
Improved A*,54992,101.4,8.25,0
Improved A*,54993,110.95,11.525,0
Improved A*,54994,113.825,16.875,0
Improved A*,54995,113.675,18.225,0
Improved A*,54996,115.475,21.075,0
Improved A*,54997,86.425,6.925,0
Improved A*,54998,126.375,32.7,0
Improved A*,54999,67.9,0.15,0
Improved A*,55000,88.1,0.15,0
Improved A*,55001,171.825,73.775,0
Improved A*,55002,156.175,32.25,0
Improved A*,55003,181.625,82.4,0
Improved A*,55004,94.8,1.925,0
Improved A*,55005,181.325,44.25,0
Improved A*,55006,147.825,46.175,0
Improved A*,55007,159.825,63.125,0
Improved A*,55008,130.3,35.95,0
Improved A*,55009,166.0,36.6,0
Improved A*,55010,167.075,65.225,0
Improved A*,55011,126.675,28.0,0
Improved A*,55012,152.6,52.9,0
Improved A*,55013,106.1,15.8,0
Improved A*,55014,107.725,11.925,0
Improved A*,55015,69.0,0.15,0
Improved A*,55016,123.75,32.475,0
Improved A*,55017,138.9,43.9,0
Improved A*,55018,104.15,12.8,0
Improved A*,55019,190.2,91.175,0
Improved A*,55020,96.6,9.75,0
Improved A*,55021,143.9,42.05,0
Improved A*,55022,63.35,0.15,0
Improved A*,55023,90.05,4.125,0
Improved A*,55024,168.025,45.975,0
Improved A*,55025,207.25,87.4,0
Improved A*,55026,62.325,0.15,0
Improved A*,55027,149.675,30.775,0
Improved A*,55028,135.7,24.95,0
Improved A*,55029,97.575,2.325,0
Improved A*,55030,339.1,248.05,0
Improved A*,55031,236.075,122.225,0
Improved A*,55032,395.875,311.1,0
Improved A*,55033,128.9,11.375,0
Improved A*,55034,123.05,8.975,0
Improved A*,55035,158.825,39.375,0
Improved A*,55036,361.125,191.475,0
Improved A*,55037,334.65,229.1,0
Improved A*,55038,197.825,105.9,0
Improved A*,55039,61.15,0.15,0
Improved A*,55040,280.05,166.675,0
Improved A*,55041,149.325,26.6,0
Improved A*,55042,97.025,0.375,0
Improved A*,55043,80.2,0.15,0
Improved A*,55044,242.475,142.25,0
Improved A*,55045,94.35,4.375,0
Improved A*,55046,322.75,205.9,0
Improved A*,55047,110.5,1.25,0
Improved A*,55048,238.9,142.95,0
Improved A*,55049,79.275,0.15,0
Improved A*,55050,241.275,88.175,0
Improved A*,55051,325.625,233.475,0
Improved A*,55052,213.85,116.625,0
Improved A*,55053,153.75,63.575,0
Improved A*,55054,114.575,22.2,0
Improved A*,55055,147.475,31.1,0
Improved A*,55056,73.875,0.15,0
Improved A*,55057,151.6,29.775,0
Improved A*,55058,155.625,61.775,0
Improved A*,55059,272.525,185.9,0
Improved A*,55060,311.925,215.75,0
Improved A*,55061,133.775,21.775,0
Improved A*,55062,141.55,35.2,0
Improved A*,55063,183.7,98.4,0
Improved A*,55064,91.75,0.15,0
Improved A*,55065,172.375,65.775,0
Improved A*,55066,112.15,11.9,0
Improved A*,55067,216.175,103.375,0
Improved A*,55068,275.825,170.1,0
Improved A*,55069,161.025,72.95,0
Improved A*,55070,90.3,0.15,0
Improved A*,55071,1062.25,897.15,0
Improved A*,55072,147.95,42.05,0
Improved A*,55073,161.825,53.125,0
Improved A*,55074,178.875,63.125,0
Improved A*,55075,117.275,14.675,0
Improved A*,55076,76.7,0.15,0
Improved A*,55077,218.3,118.775,0
Improved A*,55078,440.25,337.775,0
Improved A*,55079,211.6,98.925,0
Improved A*,55080,332.625,233.5,0
Improved A*,55081,172.15,79.025,0
Improved A*,55082,155.725,46.55,0
Improved A*,55083,75.275,0.15,0
Improved A*,55084,157.825,52.725,0
Improved A*,55085,197.45,84.975,0
Improved A*,55086,204.75,99.45,0
Improved A*,55087,157.9,71.675,0
Improved A*,55088,179.725,64.35,0
Improved A*,55089,347.05,190.475,0
Improved A*,55090,239.55,146.25,0
Improved A*,55091,104.575,7.025,0
Improved A*,55092,174.55,64.3,0
Improved A*,55093,94.6,0.15,0
Improved A*,55094,92.0,0.15,0
Improved A*,55095,84.825,0.95,0
Improved A*,55096,383.15,281.0,0
Improved A*,55097,131.275,21.3,0
Improved A*,55098,173.975,69.25,0
Improved A*,55099,169.925,62.9,0
Improved A*,55100,121.95,17.6,0
Improved A*,55101,174.55,89.475,0
Improved A*,55102,124.45,17.425,0
Improved A*,55103,120.725,28.05,0
Improved A*,55104,116.2,19.95,0
Improved A*,55105,304.25,224.95,0
Improved A*,55106,72.3,0.15,0
Improved A*,55107,145.8,56.6,0
Improved A*,55108,110.65,19.3,0
Improved A*,55109,328.475,246.75,0
Improved A*,55110,712.675,616.025,0
Improved A*,55111,103.825,4.225,0
Improved A*,55112,397.25,222.6,0
Improved A*,55113,70.0,0.15,0
Improved A*,55114,69.75,0.15,0
Improved A*,55115,68.8,0.15,0
Improved A*,55116,84.55,0.15,0
Improved A*,55117,370.675,289.25,0
Improved A*,55118,157.1,76.425,0
Improved A*,55119,81.7,0.325,0
Improved A*,55120,81.875,0.2,0
Improved A*,55121,134.4,42.475,0
Improved A*,55122,365.5,209.225,0
Improved A*,55123,85.075,0.15,0
Improved A*,55124,217.25,127.25,0
Improved A*,55125,78.275,0.15,0
Improved A*,55126,133.55,46.85,0
Improved A*,55127,184.2,95.05,0
Improved A*,55128,74.775,0.15,0
Improved A*,55129,64.575,0.15,0
Improved A*,55130,98.775,5.8,0
Improved A*,55131,89.0,0.15,0
Improved A*,55132,91.7,6.825,0
Improved A*,55133,75.775,0.15,0
Improved A*,55134,72.25,0.15,0
Improved A*,55135,76.7,0.15,0
Improved A*,55136,93.65,7.3,0
Improved A*,55137,752.125,660.475,0
Improved A*,55138,87.575,0.15,0
Improved A*,55139,170.25,85.2,0
Improved A*,55140,116.925,13.875,0
Improved A*,55141,119.75,18.725,0
Improved A*,55142,105.475,4.4,0
Improved A*,55143,155.275,49.05,0
Improved A*,55144,139.825,39.175,0
Improved A*,55145,188.9,84.0,0
Improved A*,55146,121.675,18.15,0
Improved A*,55147,129.5,31.5,0
Improved A*,55148,519.825,339.65,0
Improved A*,55149,122.975,27.15,0
Improved A*,55150,149.675,63.25,0
Improved A*,55151,123.65,18.4,0
Improved A*,55152,92.6,0.15,0
Improved A*,55153,251.45,156.5,0
Improved A*,55154,144.825,49.275,0
Improved A*,55155,103.15,6.475,0
Improved A*,55156,814.025,642.325,0
Improved A*,55157,122.05,17.625,0
Improved A*,55158,114.4,7.625,0
Improved A*,55159,166.875,64.475,0
